read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r38_hap2_chr1_hap2:66018-70662	2	66018	4644	4640	19	11	15	chr1_hap2
r39_hap2_chr1_hap2:12788-16593	2	12788	3805	3806	17	8	7	chr1_hap2
r40_hap1_chr1_hap1:43809-47333	1	43809	3524	3525	9	10	9	chr1_hap1
r41_hap1_chr1_hap1:66433-71010	1	66433	4577	4573	19	7	11	chr1_hap1
r42_hap1_chr1_hap1:50018-55527	1	50018	5509	5518	24	20	11	chr1_hap1
r43_hap1_chr1_hap1:66679-68788	1	66679	2109	2109	8	5	5	chr1_hap1
r44_hap2_chr1_hap2:72896-77918	2	72896	5022	5022	14	11	11	chr1_hap2
r45_hap2_chr1_hap2:58944-61362	2	58944	2418	2416	12	6	8	chr1_hap2
r46_hap2_chr1_hap2:46239-50927	2	46239	4688	4690	17	15	13	chr1_hap2
r47_hap2_chr1_hap2:1417-6214	2	1417	4797	4793	14	15	19	chr1_hap2
r48_hap1_chr1_hap1:21288-23988	1	21288	2700	2698	11	10	12	chr1_hap1
r49_hap1_chr1_hap1:59404-64711	1	59404	5307	5305	20	8	10	chr1_hap1
r50_hap1_chr1_hap1:28628-34527	1	28628	5899	5905	21	18	12	chr1_hap1
r51_hap2_chr1_hap2:65760-71714	2	65760	5954	5954	16	22	22	chr1_hap2
r52_hap2_chr1_hap2:41155-43249	2	41155	2094	2092	8	6	8	chr1_hap2
r53_hap2_chr1_hap2:45950-49474	2	45950	3524	3522	15	6	8	chr1_hap2
r54_hap2_chr1_hap2:10923-12990	2	10923	2067	2062	5	2	7	chr1_hap2
r55_hap1_chr1_hap1:53572-59126	1	53572	5554	5548	24	14	20	chr1_hap1
r56_hap1_chr1_hap1:54846-57942	1	54846	3096	3097	6	8	7	chr1_hap1
r57_hap1_chr1_hap1:45886-50350	1	45886	4464	4471	22	17	10	chr1_hap1
r58_hap2_chr1_hap2:35151-37334	2	35151	2183	2175	7	4	12	chr1_hap2
r59_hap1_chr1_hap1:73735-76671	1	73735	2936	2936	14	7	7	chr1_hap1
r60_hap2_chr1_hap2:49839-52505	2	49839	2666	2664	7	4	6	chr1_hap2
r61_hap1_chr1_hap1:54727-57216	1	54727	2489	2494	10	11	6	chr1_hap1
r62_hap1_chr1_hap1:51037-55895	1	51037	4858	4863	20	20	15	chr1_hap1
r63_hap1_chr1_hap1:74529-77001	1	74529	2472	2474	16	7	5	chr1_hap1
r64_hap2_chr1_hap2:26788-29552	2	26788	2764	2764	19	9	9	chr1_hap2
r65_hap1_chr1_hap1:63125-66225	1	63125	3100	3095	13	2	7	chr1_hap1
r66_hap1_chr1_hap1:38048-41742	1	38048	3694	3695	18	11	10	chr1_hap1
r67_hap1_chr1_hap1:26033-28903	1	26033	2870	2876	13	11	5	chr1_hap1
r68_hap2_chr1_hap2:51991-54926	2	51991	2935	2934	13	8	9	chr1_hap2
r69_hap2_chr1_hap2:16912-19095	2	16912	2183	2189	13	11	5	chr1_hap2
r70_hap1_chr1_hap1:21163-26934	1	21163	5771	5767	19	15	19	chr1_hap1
r71_hap2_chr1_hap2:62069-65868	2	62069	3799	3799	11	14	14	chr1_hap2
r72_hap2_chr1_hap2:10514-14631	2	10514	4117	4126	12	16	7	chr1_hap2
r73_hap1_chr1_hap1:66142-68494	1	66142	2352	2350	12	7	9	chr1_hap1
r74_hap1_chr1_hap1:71207-74211	1	71207	3004	3007	12	14	11	chr1_hap1
r75_hap1_chr1_hap1:31633-36063	1	31633	4430	4429	19	10	11	chr1_hap1
r76_hap2_chr1_hap2:76149-79439	2	76149	3290	3296	18	15	9	chr1_hap2
r77_hap2_chr1_hap2:8016-12399	2	8016	4383	4376	19	11	18	chr1_hap2
r78_hap2_chr1_hap2:14928-19780	2	14928	4852	4858	21	15	9	chr1_hap2
r79_hap2_chr1_hap2:47300-49450	2	47300	2150	2156	10	10	4	chr1_hap2
r80_hap1_chr1_hap1:14826-20089	1	14826	5263	5259	27	10	14	chr1_hap1
r81_hap1_chr1_hap1:39603-42193	1	39603	2590	2582	10	5	13	chr1_hap1
r82_hap1_chr1_hap1:55981-58112	1	55981	2131	2130	5	8	9	chr1_hap1
r83_hap1_chr1_hap1:48591-51364	1	48591	2773	2783	8	13	3	chr1_hap1
r84_hap2_chr1_hap2:50931-54766	2	50931	3835	3832	16	12	15	chr1_hap2
r85_hap1_chr1_hap1:15119-19324	1	15119	4205	4203	19	10	12	chr1_hap1
r86_hap1_chr1_hap1:70459-72515	1	70459	2056	2057	9	6	5	chr1_hap1
r87_hap2_chr1_hap2:21210-24220	2	21210	3010	3013	12	8	5	chr1_hap2
r88_hap1_chr1_hap1:45439-47733	1	45439	2294	2295	11	7	6	chr1_hap1
r89_hap2_chr1_hap2:64049-66482	2	64049	2433	2434	10	10	9	chr1_hap2
r90_hap2_chr1_hap2:55509-58559	2	55509	3050	3051	13	6	5	chr1_hap2
r91_hap2_chr1_hap2:37830-43829	2	37830	5999	5992	24	13	20	chr1_hap2
r92_hap2_chr1_hap2:49208-52072	2	49208	2864	2872	11	14	6	chr1_hap2
r93_hap1_chr1_hap1:73829-78117	1	73829	4288	4288	19	17	17	chr1_hap1
r94_hap2_chr1_hap2:60570-65422	2	60570	4852	4856	17	23	19	chr1_hap2
r95_hap2_chr1_hap2:62844-65046	2	62844	2202	2199	10	4	7	chr1_hap2
r96_hap2_chr1_hap2:34794-40604	2	34794	5810	5809	21	17	18	chr1_hap2
r97_hap1_chr1_hap1:23998-28891	1	23998	4893	4887	16	8	14	chr1_hap1
r98_hap2_chr1_hap2:34593-40173	2	34593	5580	5585	33	17	12	chr1_hap2
r99_hap2_chr1_hap2:14963-17484	2	14963	2521	2514	16	4	11	chr1_hap2
