read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r57_hap1_chr1_hap1:71141-73306	1	71141	2165	2163	9	4	6	chr1_hap1
r58_hap2_chr1_hap2:33621-37130	2	33621	3509	3515	17	12	6	chr1_hap2
r59_hap2_chr1_hap2:55291-60548	2	55291	5257	5250	22	17	24	chr1_hap2
r60_hap2_chr1_hap2:11725-13727	2	11725	2002	2001	15	4	5	chr1_hap2
r61_hap1_chr1_hap1:34793-38226	1	34793	3433	3440	13	16	9	chr1_hap1
r62_hap2_chr1_hap2:27132-30275	2	27132	3143	3138	14	7	12	chr1_hap2
r63_hap2_chr1_hap2:37905-41043	2	37905	3138	3142	13	11	7	chr1_hap2
r64_hap2_chr1_hap2:50335-55057	2	50335	4722	4726	21	14	10	chr1_hap2
r65_hap1_chr1_hap1:38861-41377	1	38861	2516	2513	9	4	7	chr1_hap1
r66_hap1_chr1_hap1:63450-66194	1	63450	2744	2746	10	10	8	chr1_hap1
r67_hap1_chr1_hap1:6462-11258	1	6462	4796	4786	14	9	19	chr1_hap1
r68_hap1_chr1_hap1:71285-74040	1	71285	2755	2762	12	9	2	chr1_hap1
r69_hap1_chr1_hap1:15026-17939	1	15026	2913	2910	12	9	12	chr1_hap1
r70_hap2_chr1_hap2:43327-45956	2	43327	2629	2633	9	14	10	chr1_hap2
r71_hap2_chr1_hap2:16806-21687	2	16806	4881	4888	22	18	11	chr1_hap2
r72_hap1_chr1_hap1:52824-57829	1	52824	5005	5006	20	15	14	chr1_hap1
r73_hap2_chr1_hap2:75448-79502	2	75448	4054	4052	20	14	16	chr1_hap2
r74_hap2_chr1_hap2:49389-51553	2	49389	2164	2162	8	6	8	chr1_hap2
