read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r57_hap1_chr1_hap1:71141-73306	1	71141	2165	2163	9	4	6	chr1_hap1
r58_hap2_chr1_hap2:33621-37130	2	33621	3509	3515	17	12	6	chr1_hap2
r59_hap2_chr1_hap2:55291-60548	2	55291	5257	5250	22	17	24	chr1_hap2
r60_hap2_chr1_hap2:11725-13727	2	11725	2002	2001	15	4	5	chr1_hap2
r61_hap1_chr1_hap1:34793-38226	1	34793	3433	3440	13	16	9	chr1_hap1
r62_hap2_chr1_hap2:27132-30275	2	27132	3143	3138	14	7	12	chr1_hap2
r63_hap2_chr1_hap2:37905-41043	2	37905	3138	3142	13	11	7	chr1_hap2
r64_hap2_chr1_hap2:50335-55057	2	50335	4722	4726	21	14	10	chr1_hap2
r65_hap1_chr1_hap1:38861-41377	1	38861	2516	2513	9	4	7	chr1_hap1
r66_hap1_chr1_hap1:63450-66194	1	63450	2744	2746	10	10	8	chr1_hap1
r67_hap1_chr1_hap1:6462-11258	1	6462	4796	4786	14	9	19	chr1_hap1
r68_hap1_chr1_hap1:71285-74040	1	71285	2755	2762	12	9	2	chr1_hap1
r69_hap1_chr1_hap1:15026-17939	1	15026	2913	2910	12	9	12	chr1_hap1
r70_hap2_chr1_hap2:43327-45956	2	43327	2629	2633	9	14	10	chr1_hap2
r71_hap2_chr1_hap2:16806-21687	2	16806	4881	4888	22	18	11	chr1_hap2
r72_hap1_chr1_hap1:52824-57829	1	52824	5005	5006	20	15	14	chr1_hap1
r73_hap2_chr1_hap2:75448-79502	2	75448	4054	4052	20	14	16	chr1_hap2
r74_hap2_chr1_hap2:49389-51553	2	49389	2164	2162	8	6	8	chr1_hap2
r75_hap2_chr1_hap2:49015-51256	2	49015	2241	2235	7	3	9	chr1_hap2
r76_hap2_chr1_hap2:21765-25141	2	21765	3376	3371	15	3	8	chr1_hap2
r77_hap2_chr1_hap2:506-4743	2	506	4237	4240	25	12	9	chr1_hap2
r78_hap2_chr1_hap2:74458-79102	2	74458	4644	4651	12	17	10	chr1_hap2
r79_hap1_chr1_hap1:76973-79494	1	76973	2521	2524	4	9	6	chr1_hap1
r80_hap1_chr1_hap1:71934-77520	1	71934	5586	5586	18	20	20	chr1_hap1
r81_hap1_chr1_hap1:72756-75365	1	72756	2609	2611	10	8	6	chr1_hap1
r82_hap2_chr1_hap2:68683-73099	2	68683	4416	4418	18	11	9	chr1_hap2
r83_hap2_chr1_hap2:71711-76938	2	71711	5227	5231	22	16	12	chr1_hap2
r84_hap2_chr1_hap2:57629-62686	2	57629	5057	5055	18	14	16	chr1_hap2
r85_hap1_chr1_hap1:56408-61972	1	56408	5564	5563	28	15	16	chr1_hap1
r86_hap1_chr1_hap1:21537-24650	1	21537	3113	3119	15	11	5	chr1_hap1
r87_hap2_chr1_hap2:22726-28493	2	22726	5767	5759	30	7	15	chr1_hap2
r88_hap2_chr1_hap2:52295-56479	2	52295	4184	4179	18	9	14	chr1_hap2
r89_hap2_chr1_hap2:56526-58634	2	56526	2108	2111	9	6	3	chr1_hap2
r90_hap1_chr1_hap1:68796-71575	1	68796	2779	2776	13	5	8	chr1_hap1
r91_hap1_chr1_hap1:64534-69411	1	64534	4877	4884	9	18	11	chr1_hap1
r92_hap2_chr1_hap2:68986-71327	2	68986	2341	2339	7	7	9	chr1_hap2
r93_hap1_chr1_hap1:39326-44698	1	39326	5372	5368	30	11	15	chr1_hap1
r94_hap2_chr1_hap2:19084-22127	2	19084	3043	3036	14	7	14	chr1_hap2
r95_hap1_chr1_hap1:38565-40825	1	38565	2260	2263	7	8	5	chr1_hap1
r96_hap1_chr1_hap1:22777-26427	1	22777	3650	3666	21	22	6	chr1_hap1
r97_hap2_chr1_hap2:48087-52888	2	48087	4801	4809	18	19	11	chr1_hap2
r98_hap1_chr1_hap1:49115-54842	1	49115	5727	5725	26	16	18	chr1_hap1
r99_hap1_chr1_hap1:60133-65100	1	60133	4967	4967	15	17	17	chr1_hap1
r100_hap1_chr1_hap1:22477-28035	1	22477	5558	5554	23	15	19	chr1_hap1
r101_hap2_chr1_hap2:47871-50549	2	47871	2678	2681	12	8	5	chr1_hap2
r102_hap1_chr1_hap1:21509-24721	1	21509	3212	3213	5	10	9	chr1_hap1
r103_hap2_chr1_hap2:36528-41432	2	36528	4904	4904	16	14	14	chr1_hap2
r104_hap1_chr1_hap1:66212-71302	1	66212	5090	5091	17	10	9	chr1_hap1
r105_hap1_chr1_hap1:26505-31884	1	26505	5379	5388	13	21	12	chr1_hap1
r106_hap1_chr1_hap1:42984-45309	1	42984	2325	2327	6	10	8	chr1_hap1
r107_hap1_chr1_hap1:15954-18267	1	15954	2313	2312	8	4	5	chr1_hap1
r108_hap2_chr1_hap2:35729-38909	2	35729	3180	3180	21	11	11	chr1_hap2
r109_hap2_chr1_hap2:62827-65888	2	62827	3061	3061	15	11	11	chr1_hap2
r110_hap1_chr1_hap1:39939-42342	1	39939	2403	2402	9	4	5	chr1_hap1
r111_hap2_chr1_hap2:33452-36922	2	33452	3470	3473	10	13	10	chr1_hap2
r112_hap2_chr1_hap2:27343-31559	2	27343	4216	4212	14	13	17	chr1_hap2
r113_hap2_chr1_hap2:76612-79142	2	76612	2530	2529	6	9	10	chr1_hap2
r114_hap2_chr1_hap2:551-5029	2	551	4478	4478	24	13	13	chr1_hap2
r115_hap1_chr1_hap1:59311-65074	1	59311	5763	5758	20	19	24	chr1_hap1
r116_hap2_chr1_hap2:53872-58628	2	53872	4756	4753	31	14	17	chr1_hap2
r117_hap1_chr1_hap1:1184-5054	1	1184	3870	3876	16	17	11	chr1_hap1
r118_hap1_chr1_hap1:26558-29494	1	26558	2936	2933	11	6	9	chr1_hap1
r119_hap1_chr1_hap1:27517-30794	1	27517	3277	3273	13	10	14	chr1_hap1
r120_hap2_chr1_hap2:39215-42091	2	39215	2876	2875	11	7	8	chr1_hap2
r121_hap2_chr1_hap2:27291-33227	2	27291	5936	5935	22	16	17	chr1_hap2
r122_hap2_chr1_hap2:21859-25141	2	21859	3282	3283	15	10	9	chr1_hap2
r123_hap2_chr1_hap2:4344-8237	2	4344	3893	3888	19	9	14	chr1_hap2
r124_hap2_chr1_hap2:26107-30380	2	26107	4273	4273	24	16	16	chr1_hap2
