read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r144_hap1_chr1_hap1:43106-45425	1	43106	2319	2322	8	8	5	chr1_hap1
r145_hap1_chr1_hap1:13443-17970	1	13443	4527	4532	13	17	12	chr1_hap1
r146_hap1_chr1_hap1:5055-7322	1	5055	2267	2264	9	2	5	chr1_hap1
r147_hap1_chr1_hap1:2671-8308	1	2671	5637	5640	20	22	19	chr1_hap1
r148_hap2_chr1_hap2:8016-13785	2	8016	5769	5765	31	14	18	chr1_hap2
r149_hap2_chr1_hap2:36701-42321	2	36701	5620	5622	26	22	20	chr1_hap2
r150_hap1_chr1_hap1:59543-61550	1	59543	2007	2007	4	6	6	chr1_hap1
r151_hap2_chr1_hap2:48059-51827	2	48059	3768	3767	20	12	13	chr1_hap2
r152_hap2_chr1_hap2:59947-65542	2	59947	5595	5597	24	22	20	chr1_hap2
r153_hap2_chr1_hap2:6144-11500	2	6144	5356	5365	23	21	12	chr1_hap2
r154_hap2_chr1_hap2:50130-52412	2	50130	2282	2288	5	11	5	chr1_hap2
r155_hap2_chr1_hap2:66492-70674	2	66492	4182	4182	20	12	12	chr1_hap2
r156_hap2_chr1_hap2:37877-42546	2	37877	4669	4669	27	14	14	chr1_hap2
r157_hap2_chr1_hap2:70505-75310	2	70505	4805	4795	17	10	20	chr1_hap2
r158_hap1_chr1_hap1:63770-67214	1	63770	3444	3442	11	8	10	chr1_hap1
r159_hap2_chr1_hap2:6530-11639	2	6530	5109	5106	20	17	20	chr1_hap2
r160_hap2_chr1_hap2:26470-29411	2	26470	2941	2939	11	6	8	chr1_hap2
r161_hap1_chr1_hap1:40062-44105	1	40062	4043	4041	18	10	12	chr1_hap1
r162_hap1_chr1_hap1:60425-65035	1	60425	4610	4606	19	7	11	chr1_hap1
r163_hap1_chr1_hap1:23137-26494	1	23137	3357	3349	16	6	14	chr1_hap1
r164_hap2_chr1_hap2:25696-28710	2	25696	3014	3015	8	12	11	chr1_hap2
r165_hap2_chr1_hap2:63717-66212	2	63717	2495	2486	8	4	13	chr1_hap2
r166_hap1_chr1_hap1:55856-59343	1	55856	3487	3490	19	11	8	chr1_hap1
r167_hap1_chr1_hap1:30678-33316	1	30678	2638	2638	9	8	8	chr1_hap1
r168_hap2_chr1_hap2:16290-19680	2	16290	3390	3385	13	13	18	chr1_hap2
r169_hap2_chr1_hap2:3052-5055	2	3052	2003	2005	12	8	6	chr1_hap2
r170_hap2_chr1_hap2:35810-41333	2	35810	5523	5522	23	18	19	chr1_hap2
r171_hap1_chr1_hap1:59664-62720	1	59664	3056	3046	16	3	13	chr1_hap1
r172_hap1_chr1_hap1:45555-50411	1	45555	4856	4856	16	14	14	chr1_hap1
r173_hap1_chr1_hap1:35978-38388	1	35978	2410	2406	11	6	10	chr1_hap1
r174_hap1_chr1_hap1:37419-42212	1	37419	4793	4796	12	13	10	chr1_hap1
r175_hap1_chr1_hap1:60823-64744	1	60823	3921	3922	13	11	10	chr1_hap1
r176_hap2_chr1_hap2:24134-28794	2	24134	4660	4666	18	19	13	chr1_hap2
r177_hap1_chr1_hap1:53729-57412	1	53729	3683	3685	12	12	10	chr1_hap1
r178_hap2_chr1_hap2:69860-75687	2	69860	5827	5825	19	17	19	chr1_hap2
r179_hap2_chr1_hap2:21850-26766	2	21850	4916	4908	15	14	22	chr1_hap2
r180_hap1_chr1_hap1:36341-38404	1	36341	2063	2062	6	4	5	chr1_hap1
r181_hap2_chr1_hap2:11381-16932	2	11381	5551	5556	25	19	14	chr1_hap2
r182_hap1_chr1_hap1:52338-54689	1	52338	2351	2351	8	5	5	chr1_hap1
r183_hap1_chr1_hap1:54567-56904	1	54567	2337	2328	2	3	12	chr1_hap1
r184_hap1_chr1_hap1:7480-10163	1	7480	2683	2678	14	8	13	chr1_hap1
r185_hap2_chr1_hap2:48317-54172	2	48317	5855	5854	23	17	18	chr1_hap2
r186_hap2_chr1_hap2:2777-7014	2	2777	4237	4231	16	11	17	chr1_hap2
r187_hap1_chr1_hap1:60482-62999	1	60482	2517	2511	10	7	13	chr1_hap1
r188_hap2_chr1_hap2:71294-74210	2	71294	2916	2918	12	11	9	chr1_hap2
r189_hap2_chr1_hap2:12046-15155	2	12046	3109	3110	14	13	12	chr1_hap2
r190_hap1_chr1_hap1:69852-73604	1	69852	3752	3746	11	8	14	chr1_hap1
r191_hap1_chr1_hap1:13587-19451	1	13587	5864	5874	19	28	18	chr1_hap1
r192_hap1_chr1_hap1:61851-66955	1	61851	5104	5111	22	24	17	chr1_hap1
r193_hap2_chr1_hap2:29498-32235	2	29498	2737	2728	14	3	12	chr1_hap2
r194_hap2_chr1_hap2:33216-38280	2	33216	5064	5068	31	18	14	chr1_hap2
r195_hap1_chr1_hap1:18139-23447	1	18139	5308	5315	18	24	17	chr1_hap1
r196_hap2_chr1_hap2:47996-52169	2	47996	4173	4174	10	16	15	chr1_hap2
r197_hap2_chr1_hap2:48708-51962	2	48708	3254	3256	12	9	7	chr1_hap2
r198_hap1_chr1_hap1:49267-51753	1	49267	2486	2489	6	8	5	chr1_hap1
r199_hap1_chr1_hap1:26764-32227	1	26764	5463	5464	14	20	19	chr1_hap1
r200_hap2_chr1_hap2:54587-58548	2	54587	3961	3968	11	10	3	chr1_hap2
r201_hap2_chr1_hap2:39042-43109	2	39042	4067	4061	15	9	15	chr1_hap2
r202_hap1_chr1_hap1:31125-36127	1	31125	5002	5001	23	16	17	chr1_hap1
r203_hap1_chr1_hap1:62455-67966	1	62455	5511	5515	23	18	14	chr1_hap1
r204_hap1_chr1_hap1:67834-72717	1	67834	4883	4878	31	13	18	chr1_hap1
r205_hap2_chr1_hap2:4198-9212	2	4198	5014	5017	17	17	14	chr1_hap2
r206_hap2_chr1_hap2:66969-70786	2	66969	3817	3814	13	9	12	chr1_hap2
r207_hap2_chr1_hap2:41775-45163	2	41775	3388	3385	17	5	8	chr1_hap2
r208_hap2_chr1_hap2:45989-50562	2	45989	4573	4571	31	12	14	chr1_hap2
r209_hap2_chr1_hap2:22377-24635	2	22377	2258	2256	7	3	5	chr1_hap2
r210_hap1_chr1_hap1:3294-7292	1	3294	3998	3999	15	11	10	chr1_hap1
r211_hap1_chr1_hap1:60386-62926	1	60386	2540	2533	10	3	10	chr1_hap1
r212_hap1_chr1_hap1:2379-7287	1	2379	4908	4908	25	14	14	chr1_hap1
r213_hap2_chr1_hap2:67194-72925	2	67194	5731	5731	24	13	13	chr1_hap2
r214_hap1_chr1_hap1:55327-59613	1	55327	4286	4283	18	10	13	chr1_hap1
r215_hap2_chr1_hap2:12508-14809	2	12508	2301	2303	7	7	5	chr1_hap2
r216_hap1_chr1_hap1:38833-41873	1	38833	3040	3041	17	11	10	chr1_hap1
r217_hap2_chr1_hap2:57652-62920	2	57652	5268	5274	19	19	13	chr1_hap2
r218_hap2_chr1_hap2:2322-7405	2	2322	5083	5084	21	15	14	chr1_hap2
r219_hap2_chr1_hap2:71746-74465	2	71746	2719	2721	14	7	5	chr1_hap2
r220_hap2_chr1_hap2:58263-61169	2	58263	2906	2899	11	3	10	chr1_hap2
r221_hap2_chr1_hap2:19742-23581	2	19742	3839	3839	9	13	13	chr1_hap2
r222_hap1_chr1_hap1:67435-71353	1	67435	3918	3912	19	7	13	chr1_hap1
r223_hap1_chr1_hap1:57184-61472	1	57184	4288	4290	14	14	12	chr1_hap1
r224_hap1_chr1_hap1:26416-28914	1	26416	2498	2500	13	12	10	chr1_hap1
r225_hap1_chr1_hap1:37495-41500	1	37495	4005	4006	12	11	10	chr1_hap1
r226_hap1_chr1_hap1:41766-45200	1	41766	3434	3439	13	12	7	chr1_hap1
r227_hap2_chr1_hap2:52415-55239	2	52415	2824	2829	12	14	9	chr1_hap2
r228_hap2_chr1_hap2:69312-74388	2	69312	5076	5076	15	16	16	chr1_hap2
r229_hap2_chr1_hap2:1085-6334	2	1085	5249	5245	32	12	16	chr1_hap2
r230_hap2_chr1_hap2:27522-32508	2	27522	4986	4994	22	20	12	chr1_hap2
r231_hap2_chr1_hap2:46240-48266	2	46240	2026	2025	6	8	9	chr1_hap2
r232_hap1_chr1_hap1:14961-17300	1	14961	2339	2336	8	8	11	chr1_hap1
r233_hap2_chr1_hap2:58011-63902	2	58011	5891	5884	28	13	20	chr1_hap2
r234_hap2_chr1_hap2:55223-57873	2	55223	2650	2652	8	8	6	chr1_hap2
r235_hap2_chr1_hap2:65224-69921	2	65224	4697	4692	18	11	16	chr1_hap2
r236_hap2_chr1_hap2:14915-20453	2	14915	5538	5529	22	11	20	chr1_hap2
r237_hap2_chr1_hap2:4233-7840	2	4233	3607	3595	18	10	22	chr1_hap2
r238_hap1_chr1_hap1:7080-9484	1	7080	2404	2406	8	9	7	chr1_hap1
r239_hap2_chr1_hap2:52447-57237	2	52447	4790	4792	20	18	16	chr1_hap2
r240_hap1_chr1_hap1:9587-12143	1	9587	2556	2553	11	5	8	chr1_hap1
r241_hap2_chr1_hap2:26619-29220	2	26619	2601	2597	9	5	9	chr1_hap2
r242_hap2_chr1_hap2:31723-36331	2	31723	4608	4602	26	10	16	chr1_hap2
r243_hap1_chr1_hap1:71468-74461	1	71468	2993	2994	13	10	9	chr1_hap1
r244_hap2_chr1_hap2:65628-69371	2	65628	3743	3749	19	14	8	chr1_hap2
r245_hap2_chr1_hap2:32138-36105	2	32138	3967	3962	14	8	13	chr1_hap2
r246_hap1_chr1_hap1:60623-65250	1	60623	4627	4618	22	10	19	chr1_hap1
r247_hap1_chr1_hap1:44254-48793	1	44254	4539	4537	14	10	12	chr1_hap1
r248_hap1_chr1_hap1:34371-39919	1	34371	5548	5553	24	22	17	chr1_hap1
r249_hap1_chr1_hap1:21491-26148	1	21491	4657	4666	22	22	13	chr1_hap1
r250_hap1_chr1_hap1:51525-54588	1	51525	3063	3060	18	9	12	chr1_hap1
r251_hap2_chr1_hap2:32453-37031	2	32453	4578	4569	24	15	24	chr1_hap2
r252_hap2_chr1_hap2:45178-49459	2	45178	4281	4284	25	14	11	chr1_hap2
r253_hap2_chr1_hap2:75468-78290	2	75468	2822	2821	11	9	10	chr1_hap2
r254_hap1_chr1_hap1:13346-17861	1	13346	4515	4512	13	10	13	chr1_hap1
r255_hap1_chr1_hap1:40437-44010	1	40437	3573	3563	19	3	13	chr1_hap1
r256_hap2_chr1_hap2:24403-30250	2	24403	5847	5848	20	15	14	chr1_hap2
r257_hap2_chr1_hap2:54192-57178	2	54192	2986	2988	13	9	7	chr1_hap2
r258_hap2_chr1_hap2:8841-12997	2	8841	4156	4153	18	9	12	chr1_hap2
r259_hap1_chr1_hap1:51255-54910	1	51255	3655	3659	12	12	8	chr1_hap1
r260_hap1_chr1_hap1:16075-19463	1	16075	3388	3391	9	14	11	chr1_hap1
r261_hap2_chr1_hap2:7011-12320	2	7011	5309	5309	34	19	19	chr1_hap2
r262_hap2_chr1_hap2:61581-65469	2	61581	3888	3893	27	14	9	chr1_hap2
r263_hap2_chr1_hap2:41437-47091	2	41437	5654	5668	32	25	11	chr1_hap2
r264_hap2_chr1_hap2:17101-21074	2	17101	3973	3971	16	10	12	chr1_hap2
r265_hap1_chr1_hap1:23337-25866	1	23337	2529	2530	7	10	9	chr1_hap1
r266_hap1_chr1_hap1:61053-66978	1	61053	5925	5925	31	23	23	chr1_hap1
r267_hap2_chr1_hap2:63691-65879	2	63691	2188	2184	8	5	9	chr1_hap2
r268_hap2_chr1_hap2:30698-35860	2	30698	5162	5157	29	11	16	chr1_hap2
r269_hap2_chr1_hap2:909-6890	2	909	5981	5979	19	16	18	chr1_hap2
r270_hap2_chr1_hap2:883-5504	2	883	4621	4619	17	15	17	chr1_hap2
r271_hap2_chr1_hap2:14507-17063	2	14507	2556	2560	7	11	7	chr1_hap2
r272_hap1_chr1_hap1:28014-32544	1	28014	4530	4533	14	15	12	chr1_hap1
r273_hap2_chr1_hap2:16756-19729	2	16756	2973	2974	7	7	6	chr1_hap2
r274_hap1_chr1_hap1:56311-60354	1	56311	4043	4045	19	10	8	chr1_hap1
r275_hap2_chr1_hap2:32211-38039	2	32211	5828	5828	21	20	20	chr1_hap2
r276_hap2_chr1_hap2:26448-32015	2	26448	5567	5570	17	21	18	chr1_hap2
r277_hap1_chr1_hap1:12275-17052	1	12275	4777	4790	15	20	7	chr1_hap1
r278_hap1_chr1_hap1:26783-30626	1	26783	3843	3846	18	12	9	chr1_hap1
r279_hap2_chr1_hap2:61065-65289	2	61065	4224	4225	19	17	16	chr1_hap2
r280_hap1_chr1_hap1:27443-31727	1	27443	4284	4294	14	16	6	chr1_hap1
r281_hap2_chr1_hap2:50149-52557	2	50149	2408	2408	10	7	7	chr1_hap2
r282_hap1_chr1_hap1:24687-30305	1	24687	5618	5616	20	17	19	chr1_hap1
r283_hap2_chr1_hap2:66025-68825	2	66025	2800	2801	10	6	5	chr1_hap2
r284_hap2_chr1_hap2:850-4899	2	850	4049	4045	15	8	12	chr1_hap2
r285_hap1_chr1_hap1:7732-12572	1	7732	4840	4830	19	11	21	chr1_hap1
r286_hap2_chr1_hap2:17176-19648	2	17176	2472	2470	8	4	6	chr1_hap2
r287_hap2_chr1_hap2:25834-29789	2	25834	3955	3956	15	13	12	chr1_hap2
r288_hap2_chr1_hap2:58151-61638	2	58151	3487	3489	13	13	11	chr1_hap2
r289_hap2_chr1_hap2:56017-59384	2	56017	3367	3355	8	6	18	chr1_hap2
r290_hap1_chr1_hap1:1128-3660	1	1128	2532	2539	12	7	0	chr1_hap1
r291_hap2_chr1_hap2:51977-56733	2	51977	4756	4762	28	16	10	chr1_hap2
r292_hap2_chr1_hap2:63368-67499	2	63368	4131	4132	20	17	16	chr1_hap2
r293_hap2_chr1_hap2:15831-19506	2	15831	3675	3679	15	11	7	chr1_hap2
r294_hap2_chr1_hap2:39786-42570	2	39786	2784	2785	17	4	3	chr1_hap2
r295_hap1_chr1_hap1:66402-70917	1	66402	4515	4521	20	13	7	chr1_hap1
r296_hap2_chr1_hap2:5361-8739	2	5361	3378	3375	9	9	12	chr1_hap2
r297_hap2_chr1_hap2:7020-12493	2	7020	5473	5467	28	18	24	chr1_hap2
r298_hap2_chr1_hap2:54180-58400	2	54180	4220	4223	19	15	12	chr1_hap2
r299_hap1_chr1_hap1:28951-31921	1	28951	2970	2964	12	4	10	chr1_hap1
r300_hap1_chr1_hap1:71356-76479	1	71356	5123	5116	19	8	15	chr1_hap1
r301_hap2_chr1_hap2:23228-28655	2	23228	5427	5428	29	15	14	chr1_hap2
r302_hap1_chr1_hap1:2892-6021	1	2892	3129	3128	11	8	9	chr1_hap1
