read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r71_hap1_chr1_hap1:8058-10424	1	8058	2366	2368	7	9	7	chr1_hap1
r72_hap1_chr1_hap1:9914-15152	1	9914	5238	5237	21	15	16	chr1_hap1
r73_hap1_chr1_hap1:9224-11283	1	9224	2059	2061	5	10	8	chr1_hap1
r74_hap2_chr1_hap1:5522-9367	2	5522	3845	3841	18	11	15	chr1_hap1
r75_hap1_chr1_hap1:15164-18231	1	15164	3067	3058	10	4	13	chr1_hap1
r76_hap2_chr1_hap1:468-5212	2	468	4744	4742	27	10	12	chr1_hap1
r77_hap2_chr1_hap1:4003-8128	2	4003	4125	4124	17	9	10	chr1_hap1
r78_hap2_chr1_hap1:10803-15207	2	10803	4404	4413	10	16	7	chr1_hap1
r79_hap1_chr1_hap1:3169-5829	1	3169	2660	2659	6	9	10	chr1_hap1
r80_hap2_chr1_hap1:2830-8467	2	2830	5637	5642	21	19	14	chr1_hap1
r81_hap2_chr1_hap1:1774-5999	2	1774	4225	4224	17	9	10	chr1_hap1
r82_hap2_chr1_hap1:6798-10623	2	6798	3825	3826	14	12	11	chr1_hap1
r83_hap2_chr1_hap1:11550-16164	2	11550	4614	4617	19	11	8	chr1_hap1
r84_hap2_chr1_hap1:8760-11179	2	8760	2419	2414	10	5	10	chr1_hap1
r85_hap1_chr1_hap1:14031-19595	1	14031	5564	5559	23	14	19	chr1_hap1
r86_hap2_chr1_hap1:12932-17231	2	12932	4299	4306	23	14	7	chr1_hap1
r87_hap2_chr1_hap1:6026-9996	2	6026	3970	3964	17	4	10	chr1_hap1
r88_hap2_chr1_hap1:8075-12022	2	8075	3947	3943	17	9	13	chr1_hap1
r89_hap1_chr1_hap1:9754-15216	1	9754	5462	5462	29	11	11	chr1_hap1
r90_hap1_chr1_hap1:455-3819	1	455	3364	3369	7	12	7	chr1_hap1
r91_hap1_chr1_hap1:6067-9378	1	6067	3311	3308	11	9	12	chr1_hap1
r92_hap2_chr1_hap1:7488-10881	2	7488	3393	3390	18	7	10	chr1_hap1
r93_hap2_chr1_hap1:7907-13132	2	7907	5225	5219	25	13	19	chr1_hap1
r94_hap1_chr1_hap1:2390-7223	1	2390	4833	4842	19	21	12	chr1_hap1
r95_hap2_chr1_hap1:8271-12703	2	8271	4432	4440	22	19	11	chr1_hap1
r96_hap1_chr1_hap1:306-3892	1	306	3586	3586	14	9	9	chr1_hap1
r97_hap1_chr1_hap1:15157-17182	1	15157	2025	2023	6	7	9	chr1_hap1
r98_hap2_chr1_hap1:648-3424	2	648	2776	2782	13	10	4	chr1_hap1
r99_hap2_chr1_hap1:1090-6638	2	1090	5548	5546	19	16	18	chr1_hap1
r100_hap1_chr1_hap1:5920-10575	1	5920	4655	4648	17	13	20	chr1_hap1
r101_hap1_chr1_hap1:2546-5224	1	2546	2678	2681	12	8	5	chr1_hap1
r102_hap2_chr1_hap1:12667-15879	2	12667	3212	3214	5	11	9	chr1_hap1
r103_hap1_chr1_hap1:10605-15180	1	10605	4575	4575	13	14	14	chr1_hap1
r104_hap1_chr1_hap1:2818-5270	1	2818	2452	2452	6	6	6	chr1_hap1
r105_hap1_chr1_hap1:15527-18840	1	15527	3313	3312	9	4	5	chr1_hap1
r106_hap2_chr1_hap1:2447-7826	2	2447	5379	5390	17	23	12	chr1_hap1
r107_hap2_chr1_hap1:11442-15294	2	11442	3852	3854	9	13	11	chr1_hap1
r108_hap1_chr1_hap1:11592-14686	1	11592	3094	3092	17	11	13	chr1_hap1
r109_hap2_chr1_hap1:9762-13819	2	9762	4057	4056	21	13	14	chr1_hap1
r110_hap2_chr1_hap1:9216-11434	2	9216	2218	2221	9	5	2	chr1_hap1
r111_hap1_chr1_hap1:6587-9838	1	6587	3251	3250	8	12	13	chr1_hap1
r112_hap2_chr1_hap1:1726-5329	2	1726	3603	3606	11	16	13	chr1_hap1
r113_hap2_chr1_hap1:10587-16477	2	10587	5890	5889	19	17	18	chr1_hap1
r114_hap2_chr1_hap1:3210-6959	2	3210	3749	3754	13	16	11	chr1_hap1
r115_hap1_chr1_hap1:13247-16314	1	13247	3067	3062	12	9	14	chr1_hap1
r116_hap1_chr1_hap1:14867-18921	1	14867	4054	4049	23	11	16	chr1_hap1
r117_hap2_chr1_hap1:3262-5923	2	3262	2661	2666	15	13	8	chr1_hap1
r118_hap2_chr1_hap1:5542-10126	2	5542	4584	4583	19	12	13	chr1_hap1
r119_hap2_chr1_hap1:637-5219	2	637	4582	4572	16	11	21	chr1_hap1
r120_hap2_chr1_hap1:5721-9117	2	5721	3396	3398	14	9	7	chr1_hap1
r121_hap1_chr1_hap1:3506-7730	1	3506	4224	4225	17	13	12	chr1_hap1
r122_hap1_chr1_hap1:7292-10303	1	7292	3011	3015	11	12	8	chr1_hap1
r123_hap2_chr1_hap1:12702-17277	2	12702	4575	4570	22	12	17	chr1_hap1
r124_hap2_chr1_hap1:12263-15490	2	12263	3227	3229	14	15	13	chr1_hap1
r125_hap2_chr1_hap1:12163-17562	2	12163	5399	5397	21	18	20	chr1_hap1
r126_hap2_chr1_hap1:8982-13119	2	8982	4137	4149	13	19	7	chr1_hap1
r127_hap1_chr1_hap1:6342-11259	1	6342	4917	4917	17	16	16	chr1_hap1
r128_hap1_chr1_hap1:2636-8534	1	2636	5898	5890	20	13	21	chr1_hap1
r129_hap2_chr1_hap1:6611-9863	2	6611	3252	3257	7	9	4	chr1_hap1
r130_hap2_chr1_hap1:11927-17226	2	11927	5299	5300	21	22	21	chr1_hap1
r131_hap2_chr1_hap1:12891-17888	2	12891	4997	4997	28	12	12	chr1_hap1
r132_hap2_chr1_hap1:8031-13145	2	8031	5114	5123	25	22	13	chr1_hap1
r133_hap1_chr1_hap1:2682-6491	1	2682	3809	3813	12	9	5	chr1_hap1
r134_hap1_chr1_hap1:4785-9830	1	4785	5045	5045	17	14	14	chr1_hap1
r135_hap1_chr1_hap1:11295-13831	1	11295	2536	2540	10	12	8	chr1_hap1
r136_hap1_chr1_hap1:1262-4945	1	1262	3683	3683	15	10	10	chr1_hap1
r137_hap2_chr1_hap1:13177-15459	2	13177	2282	2277	8	2	7	chr1_hap1
r138_hap1_chr1_hap1:12948-17582	1	12948	4634	4628	16	12	18	chr1_hap1
r139_hap1_chr1_hap1:3598-7507	1	3598	3909	3909	20	14	14	chr1_hap1
r140_hap1_chr1_hap1:6034-8895	1	6034	2861	2863	10	7	5	chr1_hap1
r141_hap2_chr1_hap1:4434-6757	2	4434	2323	2325	8	7	5	chr1_hap1
r142_hap1_chr1_hap1:9530-14659	1	9530	5129	5126	16	12	15	chr1_hap1
r143_hap2_chr1_hap1:2486-6550	2	2486	4064	4063	13	16	17	chr1_hap1
r144_hap1_chr1_hap1:2415-7620	1	2415	5205	5204	25	7	8	chr1_hap1
r145_hap2_chr1_hap1:6659-10121	2	6659	3462	3473	16	18	7	chr1_hap1
r146_hap2_chr1_hap1:7580-10301	2	7580	2721	2721	7	5	5	chr1_hap1
r147_hap1_chr1_hap1:5335-8129	1	5335	2794	2796	14	10	8	chr1_hap1
r148_hap2_chr1_hap1:7424-11457	2	7424	4033	4029	18	10	14	chr1_hap1
r149_hap2_chr1_hap1:11996-17715	2	11996	5719	5719	18	17	17	chr1_hap1
r150_hap1_chr1_hap1:13025-17563	1	13025	4538	4529	15	8	17	chr1_hap1
r151_hap1_chr1_hap1:6231-10585	1	6231	4354	4352	9	9	11	chr1_hap1
r152_hap2_chr1_hap1:8789-13961	2	8789	5172	5170	22	16	18	chr1_hap1
r153_hap1_chr1_hap1:5250-8610	1	5250	3360	3356	11	7	11	chr1_hap1
r154_hap2_chr1_hap1:5222-8037	2	5222	2815	2816	7	8	7	chr1_hap1
r155_hap1_chr1_hap1:8957-12071	1	8957	3114	3112	16	9	11	chr1_hap1
r156_hap1_chr1_hap1:13003-18344	1	13003	5341	5348	27	18	11	chr1_hap1
r157_hap1_chr1_hap1:4577-7241	1	4577	2664	2659	7	8	13	chr1_hap1
r158_hap1_chr1_hap1:13707-19272	1	13707	5565	5566	26	17	16	chr1_hap1
r159_hap1_chr1_hap1:498-4266	1	498	3768	3771	8	11	8	chr1_hap1
r160_hap1_chr1_hap1:7787-11362	1	7787	3575	3567	11	9	17	chr1_hap1
r161_hap2_chr1_hap1:12864-15941	2	12864	3077	3074	17	9	12	chr1_hap1
r162_hap1_chr1_hap1:527-2895	1	527	2368	2367	8	11	12	chr1_hap1
r163_hap2_chr1_hap1:13475-15487	2	13475	2012	2012	6	4	4	chr1_hap1
r164_hap2_chr1_hap1:9797-15510	2	9797	5713	5720	21	18	11	chr1_hap1
r165_hap1_chr1_hap1:13993-19925	1	13993	5932	5924	23	10	18	chr1_hap1
r166_hap1_chr1_hap1:6297-8317	1	6297	2020	2019	9	3	4	chr1_hap1
r167_hap2_chr1_hap1:234-2820	2	234	2586	2588	14	7	5	chr1_hap1
r168_hap2_chr1_hap1:6025-9773	2	6025	3748	3747	9	9	10	chr1_hap1
r169_hap2_chr1_hap1:11684-14528	2	11684	2844	2843	13	6	7	chr1_hap1
r170_hap2_chr1_hap1:9451-14825	2	9451	5374	5381	25	21	14	chr1_hap1
r171_hap2_chr1_hap1:192-5521	2	192	5329	5329	25	18	18	chr1_hap1
r172_hap1_chr1_hap1:14723-19354	1	14723	4631	4636	18	14	9	chr1_hap1
r173_hap1_chr1_hap1:2562-7590	1	2562	5028	5038	23	24	14	chr1_hap1
r174_hap2_chr1_hap1:5933-8534	2	5933	2601	2599	10	5	7	chr1_hap1
r175_hap2_chr1_hap1:3337-6476	2	3337	3139	3145	17	15	9	chr1_hap1
r176_hap1_chr1_hap1:9264-12732	1	9264	3468	3465	12	10	13	chr1_hap1
r177_hap2_chr1_hap1:16783-19837	2	16783	3054	3055	7	13	12	chr1_hap1
r178_hap2_chr1_hap1:14982-19250	2	14982	4268	4260	16	11	19	chr1_hap1
r179_hap2_chr1_hap1:12670-16938	2	12670	4268	4272	15	14	10	chr1_hap1
r180_hap1_chr1_hap1:15103-17430	1	15103	2327	2323	9	6	10	chr1_hap1
r181_hap2_chr1_hap1:5353-8801	2	5353	3448	3448	18	12	12	chr1_hap1
r182_hap2_chr1_hap1:8553-12223	2	8553	3670	3670	19	8	8	chr1_hap1
r183_hap2_chr1_hap1:14572-19293	2	14572	4721	4725	16	15	11	chr1_hap1
r184_hap2_chr1_hap1:3299-5624	2	3299	2325	2325	6	3	3	chr1_hap1
r185_hap2_chr1_hap1:10958-14519	2	10958	3561	3556	17	9	14	chr1_hap1
r186_hap1_chr1_hap1:8686-12398	1	8686	3712	3717	16	14	9	chr1_hap1
r187_hap1_chr1_hap1:7941-12843	1	7941	4902	4902	18	15	15	chr1_hap1
r188_hap1_chr1_hap1:10832-14846	1	10832	4014	4010	20	8	12	chr1_hap1
r189_hap1_chr1_hap1:10629-15083	1	10629	4454	4449	15	13	18	chr1_hap1
r190_hap2_chr1_hap1:4424-8088	2	4424	3664	3665	12	9	8	chr1_hap1
r191_hap2_chr1_hap1:476-5571	2	476	5095	5093	19	14	16	chr1_hap1
r192_hap2_chr1_hap1:11996-15149	2	11996	3153	3157	13	14	10	chr1_hap1
r193_hap2_chr1_hap1:12582-18373	2	12582	5791	5800	32	24	15	chr1_hap1
r194_hap2_chr1_hap1:7962-11583	2	7962	3621	3631	19	17	7	chr1_hap1
r195_hap1_chr1_hap1:9917-12354	1	9917	2437	2444	5	10	3	chr1_hap1
r196_hap2_chr1_hap1:14681-17534	2	14681	2853	2845	11	8	16	chr1_hap1
r197_hap2_chr1_hap1:3779-7946	2	3779	4167	4163	18	6	10	chr1_hap1
r198_hap2_chr1_hap1:13509-17977	2	13509	4468	4466	28	10	12	chr1_hap1
r199_hap1_chr1_hap1:6842-12567	1	6842	5725	5728	22	19	16	chr1_hap1
