read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r36_hap1_chr1_hap1:3878-6633	1	3878	2755	2753	11	6	8	chr1_hap1
r37_hap1_chr1_hap1:56961-61539	1	56961	4578	4570	16	10	18	chr1_hap1
r38_hap2_chr1_hap1:52353-57894	2	52353	5541	5546	21	15	10	chr1_hap1
r39_hap1_chr1_hap1:37756-40705	1	37756	2949	2949	8	7	7	chr1_hap1
r40_hap1_chr1_hap1:26242-28674	1	26242	2432	2426	7	2	8	chr1_hap1
r41_hap1_chr1_hap1:52768-56369	1	52768	3601	3604	16	9	6	chr1_hap1
r42_hap1_chr1_hap1:55514-58645	1	55514	3131	3129	12	5	7	chr1_hap1
r43_hap1_chr1_hap1:57342-59978	1	57342	2636	2642	10	11	5	chr1_hap1
r44_hap2_chr1_hap1:51601-55402	2	51601	3801	3799	12	9	11	chr1_hap1
r45_hap1_chr1_hap1:55295-60113	1	55295	4818	4819	15	12	11	chr1_hap1
r46_hap1_chr1_hap1:26503-31185	1	26503	4682	4683	13	14	13	chr1_hap1
r47_hap2_chr1_hap1:39041-44153	2	39041	5112	5106	14	16	22	chr1_hap1
r48_hap1_chr1_hap1:56555-59072	1	56555	2517	2514	13	7	10	chr1_hap1
r49_hap1_chr1_hap1:28520-31378	1	28520	2858	2856	11	4	6	chr1_hap1
r50_hap2_chr1_hap1:42933-47298	2	42933	4365	4367	17	11	9	chr1_hap1
r51_hap1_chr1_hap1:13606-16576	1	13606	2970	2972	10	10	8	chr1_hap1
r52_hap2_chr1_hap1:72784-75108	2	72784	2324	2325	5	9	8	chr1_hap1
r53_hap2_chr1_hap1:2293-6956	2	2293	4663	4659	15	15	19	chr1_hap1
r54_hap1_chr1_hap1:50363-53271	1	50363	2908	2906	14	8	10	chr1_hap1
r55_hap1_chr1_hap1:44742-50568	1	44742	5826	5825	23	15	16	chr1_hap1
r56_hap2_chr1_hap1:56374-61012	2	56374	4638	4639	17	12	11	chr1_hap1
r57_hap2_chr1_hap1:60224-62421	2	60224	2197	2187	6	2	12	chr1_hap1
r58_hap1_chr1_hap1:27709-32173	1	27709	4464	4469	21	17	12	chr1_hap1
r59_hap2_chr1_hap1:58349-62022	2	58349	3673	3672	18	13	14	chr1_hap1
r60_hap2_chr1_hap1:16421-19593	2	16421	3172	3168	9	4	8	chr1_hap1
r61_hap2_chr1_hap1:39056-42900	2	39056	3844	3852	15	16	8	chr1_hap1
r62_hap2_chr1_hap1:12406-15865	2	12406	3459	3461	16	12	10	chr1_hap1
r63_hap1_chr1_hap1:48907-51468	1	48907	2561	2564	14	9	6	chr1_hap1
r64_hap1_chr1_hap1:75901-79731	1	75901	3830	3825	27	11	16	chr1_hap1
r65_hap1_chr1_hap1:42471-46297	1	42471	3826	3815	17	3	14	chr1_hap1
r66_hap1_chr1_hap1:26288-31842	1	26288	5554	5565	22	23	12	chr1_hap1
r67_hap1_chr1_hap1:52190-56125	1	52190	3935	3936	18	13	12	chr1_hap1
r68_hap1_chr1_hap1:26409-29991	1	26409	3582	3581	15	9	10	chr1_hap1
r69_hap1_chr1_hap1:40531-46251	1	40531	5720	5717	20	18	21	chr1_hap1
r70_hap2_chr1_hap1:11947-17582	2	11947	5635	5635	18	16	16	chr1_hap1
r71_hap1_chr1_hap1:67853-70773	1	67853	2920	2924	12	13	9	chr1_hap1
r72_hap2_chr1_hap1:52653-58549	2	52653	5896	5897	21	17	16	chr1_hap1
r73_hap2_chr1_hap1:75591-78801	2	75591	3210	3212	24	11	9	chr1_hap1
r74_hap2_chr1_hap1:26598-31349	2	26598	4751	4741	22	11	21	chr1_hap1
r75_hap2_chr1_hap1:53994-57920	2	53994	3926	3924	10	9	11	chr1_hap1
r76_hap2_chr1_hap1:46184-50839	2	46184	4655	4665	21	19	9	chr1_hap1
r77_hap1_chr1_hap1:36941-40579	1	36941	3638	3636	19	8	10	chr1_hap1
r78_hap2_chr1_hap1:2711-5775	2	2711	3064	3058	15	6	12	chr1_hap1
r79_hap2_chr1_hap1:9805-14734	2	9805	4929	4939	17	21	11	chr1_hap1
r80_hap1_chr1_hap1:539-5204	1	539	4665	4664	19	15	16	chr1_hap1
r81_hap2_chr1_hap1:14965-19212	2	14965	4247	4246	15	12	13	chr1_hap1
r82_hap2_chr1_hap1:3027-5374	2	3027	2347	2352	11	8	3	chr1_hap1
r83_hap2_chr1_hap1:45858-50195	2	45858	4337	4344	20	14	7	chr1_hap1
r84_hap1_chr1_hap1:49469-52566	1	49469	3097	3102	15	14	9	chr1_hap1
r85_hap2_chr1_hap1:75706-78299	2	75706	2593	2591	9	2	4	chr1_hap1
r86_hap1_chr1_hap1:10050-16049	1	10050	5999	5993	25	14	20	chr1_hap1
r87_hap1_chr1_hap1:28379-31044	1	28379	2665	2672	12	14	7	chr1_hap1
r88_hap1_chr1_hap1:40261-43046	1	40261	2785	2785	13	11	11	chr1_hap1
r89_hap1_chr1_hap1:73406-78501	1	73406	5095	5097	18	23	21	chr1_hap1
r90_hap1_chr1_hap1:2636-6654	1	2636	4018	4020	16	15	13	chr1_hap1
r91_hap2_chr1_hap1:14366-16499	2	14366	2133	2129	10	5	9	chr1_hap1
r92_hap2_chr1_hap1:56420-58935	2	56420	2515	2519	7	8	4	chr1_hap1
r93_hap2_chr1_hap1:44635-49977	2	44635	5342	5338	19	12	16	chr1_hap1
r94_hap1_chr1_hap1:59631-62464	1	59631	2833	2829	12	7	11	chr1_hap1
r95_hap1_chr1_hap1:25458-29746	1	25458	4288	4290	22	12	10	chr1_hap1
r96_hap1_chr1_hap1:13362-17921	1	13362	4559	4557	16	15	17	chr1_hap1
r97_hap1_chr1_hap1:39633-41939	1	39633	2306	2309	10	11	8	chr1_hap1
r98_hap1_chr1_hap1:49189-54018	1	49189	4829	4830	23	15	14	chr1_hap1
r99_hap2_chr1_hap1:67903-70803	2	67903	2900	2899	14	10	11	chr1_hap1
r100_hap2_chr1_hap1:50269-55192	2	50269	4923	4921	16	14	16	chr1_hap1
r101_hap1_chr1_hap1:990-5089	1	990	4099	4097	11	9	11	chr1_hap1
r102_hap1_chr1_hap1:9642-14857	1	9642	5215	5212	27	15	18	chr1_hap1
r103_hap2_chr1_hap1:10481-16134	2	10481	5653	5643	20	15	25	chr1_hap1
r104_hap1_chr1_hap1:46532-50336	1	46532	3804	3808	17	19	15	chr1_hap1
r105_hap2_chr1_hap1:67614-72362	2	67614	4748	4748	22	12	12	chr1_hap1
r106_hap2_chr1_hap1:52104-57514	2	52104	5410	5411	24	18	17	chr1_hap1
r107_hap2_chr1_hap1:40975-46192	2	40975	5217	5229	31	21	9	chr1_hap1
r108_hap1_chr1_hap1:53146-57453	1	53146	4307	4314	18	23	16	chr1_hap1
r109_hap1_chr1_hap1:26944-32614	1	26944	5670	5663	21	15	22	chr1_hap1
r110_hap1_chr1_hap1:44948-50728	1	44948	5780	5774	31	17	23	chr1_hap1
r111_hap2_chr1_hap1:30205-32338	2	30205	2133	2133	10	6	6	chr1_hap1
r112_hap2_chr1_hap1:47564-50034	2	47564	2470	2471	11	5	4	chr1_hap1
r113_hap2_chr1_hap1:74865-79287	2	74865	4422	4419	9	13	16	chr1_hap1
r114_hap2_chr1_hap1:627-6239	2	627	5612	5614	20	15	13	chr1_hap1
r115_hap1_chr1_hap1:43936-47025	1	43936	3089	3095	8	13	7	chr1_hap1
r116_hap1_chr1_hap1:41459-45517	1	41459	4058	4058	19	11	11	chr1_hap1
r117_hap1_chr1_hap1:68949-71024	1	68949	2075	2075	8	6	6	chr1_hap1
r118_hap1_chr1_hap1:588-4526	1	588	3938	3935	22	12	15	chr1_hap1
r119_hap1_chr1_hap1:43138-47712	1	43138	4574	4572	15	14	16	chr1_hap1
r120_hap2_chr1_hap1:59016-61023	2	59016	2007	2002	8	5	10	chr1_hap1
r121_hap1_chr1_hap1:38492-43698	1	38492	5206	5200	27	15	21	chr1_hap1
r122_hap1_chr1_hap1:70001-73657	1	70001	3656	3658	14	11	9	chr1_hap1
r123_hap2_chr1_hap1:53338-58316	2	53338	4978	4980	23	22	20	chr1_hap1
r124_hap2_chr1_hap1:41550-46686	2	41550	5136	5151	24	26	11	chr1_hap1
r125_hap1_chr1_hap1:46511-48904	1	46511	2393	2387	8	6	12	chr1_hap1
r126_hap1_chr1_hap1:42068-45359	1	42068	3291	3291	7	6	6	chr1_hap1
r127_hap1_chr1_hap1:45608-48564	1	45608	2956	2961	9	13	8	chr1_hap1
r128_hap1_chr1_hap1:47220-51624	1	47220	4404	4408	12	11	7	chr1_hap1
r129_hap2_chr1_hap1:12765-15614	2	12765	2849	2847	14	5	7	chr1_hap1
r130_hap1_chr1_hap1:39573-45266	1	39573	5693	5686	26	13	20	chr1_hap1
r131_hap2_chr1_hap1:55801-60246	2	55801	4445	4454	17	16	7	chr1_hap1
r132_hap1_chr1_hap1:1927-6370	1	1927	4443	4443	24	11	11	chr1_hap1
r133_hap1_chr1_hap1:53669-58444	1	53669	4775	4779	17	15	11	chr1_hap1
r134_hap2_chr1_hap1:38899-44832	2	38899	5933	5920	24	8	21	chr1_hap1
r135_hap1_chr1_hap1:49572-55295	1	49572	5723	5727	23	21	17	chr1_hap1
r136_hap1_chr1_hap1:43031-48831	1	43031	5800	5806	21	20	14	chr1_hap1
r137_hap2_chr1_hap1:42518-46281	2	42518	3763	3765	15	11	9	chr1_hap1
r138_hap2_chr1_hap1:70797-76495	2	70797	5698	5695	28	16	19	chr1_hap1
r139_hap1_chr1_hap1:52673-54955	1	52673	2282	2283	10	8	7	chr1_hap1
r140_hap2_chr1_hap1:12257-16189	2	12257	3932	3926	16	8	14	chr1_hap1
r141_hap1_chr1_hap1:52254-56653	1	52254	4399	4396	18	9	12	chr1_hap1
r142_hap2_chr1_hap1:14379-16750	2	14379	2371	2365	12	2	8	chr1_hap1
r143_hap2_chr1_hap1:36741-41080	2	36741	4339	4351	19	22	10	chr1_hap1
r144_hap1_chr1_hap1:56992-59936	1	56992	2944	2956	16	18	6	chr1_hap1
r145_hap1_chr1_hap1:55176-58915	1	55176	3739	3744	11	16	11	chr1_hap1
r146_hap1_chr1_hap1:49552-52448	1	49552	2896	2899	11	9	6	chr1_hap1
r147_hap1_chr1_hap1:10731-13248	1	10731	2517	2514	10	5	8	chr1_hap1
r148_hap1_chr1_hap1:37581-40859	1	37581	3278	3278	17	6	6	chr1_hap1
r149_hap1_chr1_hap1:55168-59055	1	55168	3887	3887	17	6	6	chr1_hap1
r150_hap2_chr1_hap1:54036-57652	2	54036	3616	3615	16	10	11	chr1_hap1
r151_hap2_chr1_hap1:67710-72312	2	67710	4602	4600	19	11	13	chr1_hap1
r152_hap2_chr1_hap1:73261-75644	2	73261	2383	2387	9	8	4	chr1_hap1
r153_hap1_chr1_hap1:67309-72864	1	67309	5555	5552	22	15	18	chr1_hap1
r154_hap1_chr1_hap1:46604-49249	1	46604	2645	2650	9	11	6	chr1_hap1
r155_hap2_chr1_hap1:44503-49734	2	44503	5231	5221	25	13	23	chr1_hap1
r156_hap2_chr1_hap1:9751-15635	2	9751	5884	5882	32	14	16	chr1_hap1
r157_hap2_chr1_hap1:40475-43709	2	40475	3234	3232	13	8	10	chr1_hap1
r158_hap2_chr1_hap1:54030-58366	2	54030	4336	4341	20	12	7	chr1_hap1
r159_hap1_chr1_hap1:13069-17822	1	13069	4753	4763	14	20	10	chr1_hap1
r160_hap2_chr1_hap1:61368-63658	2	61368	2290	2293	7	7	4	chr1_hap1
r161_hap1_chr1_hap1:47294-49616	1	47294	2322	2320	12	8	10	chr1_hap1
r162_hap2_chr1_hap1:12505-17557	2	12505	5052	5059	22	21	14	chr1_hap1
r163_hap2_chr1_hap1:436-5575	2	436	5139	5147	18	22	14	chr1_hap1
r164_hap2_chr1_hap1:13099-16076	2	13099	2977	2984	12	10	3	chr1_hap1
r165_hap2_chr1_hap1:40234-45399	2	40234	5165	5159	23	10	16	chr1_hap1
r166_hap1_chr1_hap1:47179-50294	1	47179	3115	3108	13	6	13	chr1_hap1
r167_hap2_chr1_hap1:55318-58131	2	55318	2813	2806	24	9	16	chr1_hap1
r168_hap1_chr1_hap1:25577-30660	1	25577	5083	5079	22	18	22	chr1_hap1
r169_hap1_chr1_hap1:41417-47313	1	41417	5896	5893	32	17	20	chr1_hap1
r170_hap2_chr1_hap1:41375-44286	2	41375	2911	2914	12	9	6	chr1_hap1
r171_hap1_chr1_hap1:50083-54218	1	50083	4135	4134	12	15	16	chr1_hap1
r172_hap2_chr1_hap1:73478-78737	2	73478	5259	5270	26	24	13	chr1_hap1
r173_hap2_chr1_hap1:48389-54277	2	48389	5888	5896	29	18	10	chr1_hap1
r174_hap1_chr1_hap1:29319-32442	1	29319	3123	3126	12	7	4	chr1_hap1
r175_hap1_chr1_hap1:58179-61861	1	58179	3682	3676	11	6	12	chr1_hap1
r176_hap2_chr1_hap1:50154-53577	2	50154	3423	3426	15	10	7	chr1_hap1
r177_hap2_chr1_hap1:28859-31245	2	28859	2386	2387	13	9	8	chr1_hap1
r178_hap2_chr1_hap1:44871-47111	2	44871	2240	2237	9	5	8	chr1_hap1
r179_hap1_chr1_hap1:36719-38991	1	36719	2272	2276	9	11	7	chr1_hap1
r180_hap2_chr1_hap1:42699-45516	2	42699	2817	2818	9	5	4	chr1_hap1
r181_hap2_chr1_hap1:40808-46121	2	40808	5313	5321	29	20	12	chr1_hap1
r182_hap2_chr1_hap1:75027-78312	2	75027	3285	3286	13	11	10	chr1_hap1
r183_hap2_chr1_hap1:50035-53839	2	50035	3804	3809	13	14	9	chr1_hap1
r184_hap2_chr1_hap1:74973-78501	2	74973	3528	3518	12	8	18	chr1_hap1
r185_hap1_chr1_hap1:67927-73179	1	67927	5252	5251	20	14	15	chr1_hap1
r186_hap2_chr1_hap1:9764-13786	2	9764	4022	4022	14	8	8	chr1_hap1
r187_hap2_chr1_hap1:52619-57963	2	52619	5344	5346	22	17	15	chr1_hap1
r188_hap1_chr1_hap1:56934-60669	1	56934	3735	3737	16	12	10	chr1_hap1
r189_hap1_chr1_hap1:39540-45259	1	39540	5719	5725	28	20	14	chr1_hap1
r190_hap2_chr1_hap1:73459-78654	2	73459	5195	5196	16	21	20	chr1_hap1
r191_hap2_chr1_hap1:24907-28775	2	24907	3868	3866	13	16	18	chr1_hap1
r192_hap2_chr1_hap1:51508-56889	2	51508	5381	5377	24	17	21	chr1_hap1
r193_hap2_chr1_hap1:73401-78630	2	73401	5229	5220	21	16	25	chr1_hap1
r194_hap1_chr1_hap1:11698-15243	1	11698	3545	3548	18	12	9	chr1_hap1
r195_hap1_chr1_hap1:27258-32629	1	27258	5371	5371	28	22	22	chr1_hap1
r196_hap1_chr1_hap1:13266-15680	1	13266	2414	2415	9	6	5	chr1_hap1
r197_hap1_chr1_hap1:26600-32047	1	26600	5447	5456	20	19	10	chr1_hap1
r198_hap2_chr1_hap1:2295-6248	2	2295	3953	3958	17	15	10	chr1_hap1
r199_hap1_chr1_hap1:57718-60390	1	57718	2672	2667	6	8	13	chr1_hap1
