read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r56_hap1_chr1_hap1:53333-55730	1	53333	2397	2393	8	3	7	chr1_hap1
r57_hap2_chr1_hap1:30938-35353	2	30938	4415	4422	17	18	11	chr1_hap1
r58_hap1_chr1_hap1:31276-36474	1	31276	5198	5198	24	14	14	chr1_hap1
r59_hap1_chr1_hap1:61011-63931	1	61011	2920	2922	24	11	9	chr1_hap1
r60_hap2_chr1_hap1:71096-74743	2	71096	3647	3643	17	4	8	chr1_hap1
r61_hap1_chr1_hap1:54396-60159	1	54396	5763	5767	24	19	15	chr1_hap1
r62_hap1_chr1_hap1:68064-70678	1	68064	2614	2618	12	9	5	chr1_hap1
r63_hap2_chr1_hap1:41418-45596	2	41418	4178	4185	21	18	11	chr1_hap1
r64_hap1_chr1_hap1:40008-44705	1	40008	4697	4694	14	13	16	chr1_hap1
r65_hap1_chr1_hap1:47750-51439	1	47750	3689	3688	8	12	13	chr1_hap1
r66_hap2_chr1_hap1:52099-55657	2	52099	3558	3566	12	12	4	chr1_hap1
r67_hap2_chr1_hap1:16605-20444	2	16605	3839	3842	14	15	12	chr1_hap1
r68_hap1_chr1_hap1:33375-36025	1	33375	2650	2655	11	12	7	chr1_hap1
r69_hap1_chr1_hap1:44148-49506	1	44148	5358	5353	24	13	18	chr1_hap1
r70_hap1_chr1_hap1:59076-64847	1	59076	5771	5766	32	18	23	chr1_hap1
r71_hap1_chr1_hap1:30600-34526	1	30600	3926	3923	12	7	10	chr1_hap1
r72_hap1_chr1_hap1:49039-53826	1	49039	4787	4799	23	20	8	chr1_hap1
r73_hap2_chr1_hap1:57745-62753	2	57745	5008	5004	26	11	15	chr1_hap1
r74_hap1_chr1_hap1:41405-46746	1	41405	5341	5338	18	15	18	chr1_hap1
r75_hap2_chr1_hap1:69700-73502	2	69700	3802	3811	17	16	7	chr1_hap1
r76_hap1_chr1_hap1:33831-39516	1	33831	5685	5681	22	17	21	chr1_hap1
r77_hap1_chr1_hap1:72963-77009	1	72963	4046	4052	19	12	6	chr1_hap1
r78_hap1_chr1_hap1:40681-42919	1	40681	2238	2239	10	7	6	chr1_hap1
r79_hap1_chr1_hap1:37610-39654	1	37610	2044	2043	11	5	6	chr1_hap1
r80_hap1_chr1_hap1:14341-19852	1	14341	5511	5512	22	16	15	chr1_hap1
r81_hap1_chr1_hap1:72035-77547	1	72035	5512	5513	23	15	14	chr1_hap1
r82_hap1_chr1_hap1:54594-60396	1	54594	5802	5818	27	31	15	chr1_hap1
r83_hap1_chr1_hap1:67363-72132	1	67363	4769	4769	15	21	21	chr1_hap1
r84_hap2_chr1_hap1:44780-50708	2	44780	5928	5925	25	18	21	chr1_hap1
r85_hap1_chr1_hap1:73882-79337	1	73882	5455	5453	14	15	17	chr1_hap1
r86_hap2_chr1_hap1:37847-42828	2	37847	4981	4976	21	10	15	chr1_hap1
r87_hap1_chr1_hap1:771-3849	1	771	3078	3083	22	9	4	chr1_hap1
r88_hap2_chr1_hap1:26277-30554	2	26277	4277	4267	20	9	19	chr1_hap1
r89_hap2_chr1_hap1:44696-48976	2	44696	4280	4290	13	20	10	chr1_hap1
r90_hap1_chr1_hap1:28557-34020	1	28557	5463	5458	25	13	18	chr1_hap1
r91_hap2_chr1_hap1:13172-17215	2	13172	4043	4042	17	12	13	chr1_hap1
r92_hap1_chr1_hap1:47268-49716	1	47268	2448	2454	8	12	6	chr1_hap1
r93_hap1_chr1_hap1:27837-32290	1	27837	4453	4454	13	12	11	chr1_hap1
r94_hap2_chr1_hap1:15029-20244	2	15029	5215	5212	26	15	18	chr1_hap1
r95_hap1_chr1_hap1:49337-53531	1	49337	4194	4186	15	13	21	chr1_hap1
r96_hap2_chr1_hap1:72474-77366	2	72474	4892	4897	22	21	16	chr1_hap1
r97_hap2_chr1_hap1:31366-33752	2	31366	2386	2385	7	7	8	chr1_hap1
r98_hap1_chr1_hap1:51542-55813	1	51542	4271	4271	20	11	11	chr1_hap1
r99_hap1_chr1_hap1:14839-17941	1	14839	3102	3103	13	12	11	chr1_hap1
r100_hap2_chr1_hap1:41861-47801	2	41861	5940	5950	39	24	14	chr1_hap1
r101_hap1_chr1_hap1:27084-32266	1	27084	5182	5195	21	28	15	chr1_hap1
r102_hap1_chr1_hap1:70512-75206	1	70512	4694	4690	22	12	16	chr1_hap1
r103_hap1_chr1_hap1:12314-16707	1	12314	4393	4386	20	10	17	chr1_hap1
r104_hap2_chr1_hap1:70870-76510	2	70870	5640	5644	20	20	16	chr1_hap1
r105_hap1_chr1_hap1:10343-15213	1	10343	4870	4868	11	15	17	chr1_hap1
r106_hap2_chr1_hap1:33583-38475	2	33583	4892	4896	18	18	14	chr1_hap1
r107_hap2_chr1_hap1:30528-36136	2	30528	5608	5619	19	21	10	chr1_hap1
r108_hap2_chr1_hap1:75816-77853	2	75816	2037	2037	8	6	6	chr1_hap1
r109_hap1_chr1_hap1:40818-46723	1	40818	5905	5903	26	18	20	chr1_hap1
r110_hap2_chr1_hap1:50460-55927	2	50460	5467	5469	19	20	18	chr1_hap1
r111_hap1_chr1_hap1:69745-75448	1	69745	5703	5693	26	17	27	chr1_hap1
r112_hap2_chr1_hap1:30152-32263	2	30152	2111	2108	9	5	8	chr1_hap1
r113_hap2_chr1_hap1:33776-37941	2	33776	4165	4169	17	13	9	chr1_hap1
r114_hap1_chr1_hap1:45452-50000	1	45452	4548	4554	19	19	13	chr1_hap1
r115_hap2_chr1_hap1:71342-76454	2	71342	5112	5118	26	22	16	chr1_hap1
r116_hap2_chr1_hap1:13162-17091	2	13162	3929	3930	10	9	8	chr1_hap1
r117_hap2_chr1_hap1:3014-5714	2	3014	2700	2700	10	6	6	chr1_hap1
r118_hap2_chr1_hap1:47798-50812	2	47798	3014	3015	11	7	6	chr1_hap1
r119_hap2_chr1_hap1:67759-70202	2	67759	2443	2451	6	12	4	chr1_hap1
r120_hap2_chr1_hap1:38913-41762	2	38913	2849	2847	14	6	8	chr1_hap1
r121_hap2_chr1_hap1:53274-58967	2	53274	5693	5688	26	13	18	chr1_hap1
r122_hap1_chr1_hap1:77473-79839	1	77473	2366	2370	7	11	7	chr1_hap1
r123_hap1_chr1_hap1:3952-5968	1	3952	2016	2020	6	5	1	chr1_hap1
r124_hap2_chr1_hap1:74040-79195	2	74040	5155	5156	27	15	14	chr1_hap1
r125_hap2_chr1_hap1:26846-30069	2	26846	3223	3226	6	9	6	chr1_hap1
r126_hap2_chr1_hap1:14934-18276	2	14934	3342	3336	15	4	10	chr1_hap1
r127_hap1_chr1_hap1:50219-53270	1	50219	3051	3043	16	5	13	chr1_hap1
r128_hap1_chr1_hap1:31501-34583	1	31501	3082	3080	7	8	10	chr1_hap1
r129_hap2_chr1_hap1:70151-72478	2	70151	2327	2326	12	5	6	chr1_hap1
r130_hap2_chr1_hap1:49768-52832	2	49768	3064	3064	17	7	7	chr1_hap1
r131_hap2_chr1_hap1:28432-30493	2	28432	2061	2064	7	7	4	chr1_hap1
r132_hap2_chr1_hap1:11912-17757	2	11912	5845	5845	21	17	17	chr1_hap1
r133_hap2_chr1_hap1:55068-59632	2	55068	4564	4562	22	15	17	chr1_hap1
r134_hap1_chr1_hap1:71309-73860	1	71309	2551	2547	11	6	10	chr1_hap1
r135_hap2_chr1_hap1:39537-42791	2	39537	3254	3250	11	8	12	chr1_hap1
r136_hap2_chr1_hap1:44758-49291	2	44758	4533	4523	17	7	17	chr1_hap1
r137_hap1_chr1_hap1:67588-73567	1	67588	5979	5972	27	15	22	chr1_hap1
r138_hap1_chr1_hap1:12398-16228	1	12398	3830	3851	20	27	6	chr1_hap1
r139_hap2_chr1_hap1:72784-78522	2	72784	5738	5747	18	26	17	chr1_hap1
r140_hap1_chr1_hap1:38375-41395	1	38375	3020	3019	11	6	7	chr1_hap1
r141_hap2_chr1_hap1:77623-79777	2	77623	2154	2152	14	3	5	chr1_hap1
r142_hap2_chr1_hap1:60519-63834	2	60519	3315	3313	14	5	7	chr1_hap1
r143_hap2_chr1_hap1:14708-19764	2	14708	5056	5054	17	10	12	chr1_hap1
r144_hap2_chr1_hap1:59666-62781	2	59666	3115	3116	18	7	6	chr1_hap1
r145_hap2_chr1_hap1:2862-7985	2	2862	5123	5127	18	17	13	chr1_hap1
r146_hap1_chr1_hap1:42604-47629	1	42604	5025	5021	19	13	17	chr1_hap1
r147_hap2_chr1_hap1:52506-54960	2	52506	2454	2460	9	11	5	chr1_hap1
r148_hap1_chr1_hap1:11401-14739	1	11401	3338	3331	16	10	17	chr1_hap1
r149_hap2_chr1_hap1:32183-38122	2	32183	5939	5928	29	10	21	chr1_hap1
r150_hap1_chr1_hap1:58380-61639	1	58380	3259	3263	14	9	5	chr1_hap1
r151_hap1_chr1_hap1:40469-42796	1	40469	2327	2328	12	7	6	chr1_hap1
r152_hap2_chr1_hap1:60972-66064	2	60972	5092	5097	24	17	12	chr1_hap1
r153_hap2_chr1_hap1:72791-75186	2	72791	2395	2396	7	8	7	chr1_hap1
r154_hap2_chr1_hap1:39264-44905	2	39264	5641	5652	22	22	11	chr1_hap1
r155_hap1_chr1_hap1:69432-73541	1	69432	4109	4111	21	16	14	chr1_hap1
r156_hap2_chr1_hap1:32040-37358	2	32040	5318	5333	15	25	10	chr1_hap1
r157_hap2_chr1_hap1:35022-39830	2	35022	4808	4809	18	11	10	chr1_hap1
r158_hap2_chr1_hap1:30656-35507	2	30656	4851	4848	24	11	14	chr1_hap1
r159_hap2_chr1_hap1:4534-7226	2	4534	2692	2690	13	8	10	chr1_hap1
r160_hap2_chr1_hap1:52883-57853	2	52883	4970	4966	35	16	20	chr1_hap1
r161_hap1_chr1_hap1:59359-62274	1	59359	2915	2911	13	9	13	chr1_hap1
r162_hap2_chr1_hap1:41534-46370	2	41534	4836	4834	28	13	15	chr1_hap1
r163_hap1_chr1_hap1:46367-49925	1	46367	3558	3558	18	13	13	chr1_hap1
r164_hap2_chr1_hap1:74026-76785	2	74026	2759	2764	7	12	7	chr1_hap1
r165_hap2_chr1_hap1:41435-44904	2	41435	3469	3469	13	14	14	chr1_hap1
r166_hap1_chr1_hap1:57541-61063	1	57541	3522	3529	15	13	6	chr1_hap1
r167_hap2_chr1_hap1:36499-39307	2	36499	2808	2812	15	8	4	chr1_hap1
r168_hap1_chr1_hap1:37008-41594	1	37008	4586	4586	23	11	11	chr1_hap1
r169_hap1_chr1_hap1:72244-77652	1	72244	5408	5408	20	9	9	chr1_hap1
r170_hap1_chr1_hap1:69393-74074	1	69393	4681	4683	22	14	12	chr1_hap1
r171_hap1_chr1_hap1:38817-42594	1	38817	3777	3773	16	10	14	chr1_hap1
r172_hap2_chr1_hap1:14759-19642	2	14759	4883	4888	19	16	11	chr1_hap1
r173_hap2_chr1_hap1:11839-13928	2	11839	2089	2095	11	10	4	chr1_hap1
r174_hap2_chr1_hap1:2060-7188	2	2060	5128	5129	18	15	14	chr1_hap1
r175_hap2_chr1_hap1:13681-17260	2	13681	3579	3583	16	11	7	chr1_hap1
r176_hap1_chr1_hap1:31555-36449	1	31555	4894	4891	15	14	17	chr1_hap1
r177_hap1_chr1_hap1:33412-38884	1	33412	5472	5469	20	12	15	chr1_hap1
r178_hap1_chr1_hap1:50007-53296	1	50007	3289	3290	13	8	7	chr1_hap1
r179_hap1_chr1_hap1:14168-17495	1	14168	3327	3329	14	7	5	chr1_hap1
r180_hap2_chr1_hap1:39612-45391	2	39612	5779	5785	26	18	12	chr1_hap1
r181_hap2_chr1_hap1:28265-33014	2	28265	4749	4757	28	22	14	chr1_hap1
r182_hap2_chr1_hap1:26182-28278	2	26182	2096	2101	7	8	3	chr1_hap1
r183_hap1_chr1_hap1:56170-60225	1	56170	4055	4050	8	15	20	chr1_hap1
r184_hap2_chr1_hap1:61993-64069	2	61993	2076	2081	5	12	7	chr1_hap1
r185_hap1_chr1_hap1:27489-31963	1	27489	4474	4466	17	12	20	chr1_hap1
r186_hap2_chr1_hap1:72475-76941	2	72475	4466	4466	24	17	17	chr1_hap1
r187_hap1_chr1_hap1:39797-44411	1	39797	4614	4607	17	14	21	chr1_hap1
r188_hap1_chr1_hap1:41930-45229	1	41930	3299	3304	18	11	6	chr1_hap1
r189_hap2_chr1_hap1:54939-60305	2	54939	5366	5368	25	22	20	chr1_hap1
r190_hap2_chr1_hap1:69650-75044	2	69650	5394	5399	24	16	11	chr1_hap1
r191_hap1_chr1_hap1:17153-19880	1	17153	2727	2729	14	7	5	chr1_hap1
r192_hap1_chr1_hap1:34416-39600	1	34416	5184	5188	23	17	13	chr1_hap1
r193_hap1_chr1_hap1:47686-49952	1	47686	2266	2253	6	1	14	chr1_hap1
r194_hap2_chr1_hap1:240-3930	2	240	3690	3693	13	12	9	chr1_hap1
r195_hap2_chr1_hap1:24713-28221	2	24713	3508	3511	11	13	10	chr1_hap1
r196_hap1_chr1_hap1:57164-59250	1	57164	2086	2087	7	9	8	chr1_hap1
r197_hap1_chr1_hap1:37365-40018	1	37365	2653	2654	9	7	6	chr1_hap1
r198_hap1_chr1_hap1:2759-6916	1	2759	4157	4160	22	15	12	chr1_hap1
r199_hap2_chr1_hap1:44131-48297	2	44131	4166	4164	12	11	13	chr1_hap1
