read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r25_hap1_chr1_hap1:29637-35183	1	29637	5546	5554	26	22	14	chr1_hap1
r26_hap1_chr1_hap1:21334-26074	1	21334	4740	4739	20	20	21	chr1_hap1
r27_hap1_chr1_hap1:53214-58895	1	53214	5681	5680	30	14	15	chr1_hap1
r28_hap1_chr1_hap1:25076-29618	1	25076	4542	4535	15	12	19	chr1_hap1
r29_hap2_chr1_hap1:44779-49215	2	44779	4436	4440	23	17	13	chr1_hap1
r30_hap2_chr1_hap1:30241-33486	2	30241	3245	3244	12	10	11	chr1_hap1
r31_hap1_chr1_hap1:20974-24275	1	20974	3301	3305	17	15	11	chr1_hap1
r32_hap1_chr1_hap1:25997-29632	1	25997	3635	3636	16	10	9	chr1_hap1
r33_hap1_chr1_hap1:27021-32576	1	27021	5555	5565	20	24	14	chr1_hap1
r34_hap2_chr1_hap1:42082-44378	2	42082	2296	2293	7	5	8	chr1_hap1
r35_hap1_chr1_hap1:41556-45364	1	41556	3808	3802	12	11	17	chr1_hap1
r36_hap1_chr1_hap1:69084-73400	1	69084	4316	4312	11	9	13	chr1_hap1
r37_hap2_chr1_hap1:28470-31604	2	28470	3134	3130	9	15	19	chr1_hap1
r38_hap2_chr1_hap1:33741-36278	2	33741	2537	2543	13	13	7	chr1_hap1
r39_hap1_chr1_hap1:24209-29689	1	24209	5480	5479	20	13	14	chr1_hap1
r40_hap1_chr1_hap1:49484-52247	1	49484	2763	2757	11	5	11	chr1_hap1
r41_hap2_chr1_hap1:28601-31673	2	28601	3072	3078	10	17	11	chr1_hap1
r42_hap2_chr1_hap1:43709-48809	2	43709	5100	5103	25	14	11	chr1_hap1
r43_hap1_chr1_hap1:66361-69841	1	66361	3480	3477	21	5	8	chr1_hap1
r44_hap2_chr1_hap1:52435-55402	2	52435	2967	2958	14	6	15	chr1_hap1
r45_hap2_chr1_hap1:51386-56010	2	51386	4624	4623	14	15	16	chr1_hap1
r46_hap1_chr1_hap1:45889-50575	1	45889	4686	4689	11	17	14	chr1_hap1
r47_hap2_chr1_hap1:13537-17271	2	13537	3734	3735	8	16	15	chr1_hap1
r48_hap1_chr1_hap1:28805-33293	1	28805	4488	4489	19	14	13	chr1_hap1
r49_hap1_chr1_hap1:52088-57997	1	52088	5909	5904	21	15	20	chr1_hap1
r50_hap2_chr1_hap1:48884-52534	2	48884	3650	3643	18	7	14	chr1_hap1
r51_hap2_chr1_hap1:22562-27038	2	22562	4476	4478	23	15	13	chr1_hap1
r52_hap2_chr1_hap1:28329-32654	2	28329	4325	4327	23	8	6	chr1_hap1
r53_hap1_chr1_hap1:24514-29663	1	24514	5149	5157	19	22	14	chr1_hap1
r54_hap1_chr1_hap1:44048-47496	1	44048	3448	3453	16	16	11	chr1_hap1
r55_hap2_chr1_hap1:66664-70117	2	66664	3453	3453	6	9	9	chr1_hap1
r56_hap2_chr1_hap1:46198-49033	2	46198	2835	2837	9	13	11	chr1_hap1
r57_hap2_chr1_hap1:7071-11183	2	7071	4112	4115	24	11	8	chr1_hap1
r58_hap1_chr1_hap1:42496-46433	1	42496	3937	3928	12	5	14	chr1_hap1
r59_hap2_chr1_hap1:29480-34127	2	29480	4647	4642	13	14	19	chr1_hap1
r60_hap2_chr1_hap1:27425-33117	2	27425	5692	5694	15	15	13	chr1_hap1
r61_hap1_chr1_hap1:20843-25567	1	20843	4724	4717	16	10	17	chr1_hap1
r62_hap2_chr1_hap1:21304-27143	2	21304	5839	5840	20	21	20	chr1_hap1
r63_hap1_chr1_hap1:43191-47625	1	43191	4434	4428	21	11	17	chr1_hap1
r64_hap2_chr1_hap1:32040-35031	2	32040	2991	2987	16	4	8	chr1_hap1
r65_hap1_chr1_hap1:44544-49402	1	44544	4858	4858	25	18	18	chr1_hap1
r66_hap2_chr1_hap1:4283-6350	2	4283	2067	2068	11	7	6	chr1_hap1
r67_hap1_chr1_hap1:30060-34669	1	30060	4609	4609	21	15	15	chr1_hap1
r68_hap2_chr1_hap1:6145-11018	2	6145	4873	4867	16	12	18	chr1_hap1
r69_hap2_chr1_hap1:50779-53285	2	50779	2506	2510	10	13	9	chr1_hap1
r70_hap1_chr1_hap1:25149-30574	1	25149	5425	5436	12	24	13	chr1_hap1
r71_hap1_chr1_hap1:5367-7447	1	5367	2080	2085	9	8	3	chr1_hap1
r72_hap2_chr1_hap1:68117-70948	2	68117	2831	2831	11	10	10	chr1_hap1
r73_hap1_chr1_hap1:54226-58015	1	54226	3789	3786	18	12	15	chr1_hap1
r74_hap1_chr1_hap1:22691-25953	1	22691	3262	3264	9	14	12	chr1_hap1
r75_hap1_chr1_hap1:47089-51534	1	47089	4445	4454	31	17	8	chr1_hap1
r76_hap1_chr1_hap1:42691-48449	1	42691	5758	5770	26	25	13	chr1_hap1
r77_hap2_chr1_hap1:25499-31265	2	25499	5766	5772	22	21	15	chr1_hap1
r78_hap1_chr1_hap1:12930-16487	1	12930	3557	3556	8	9	10	chr1_hap1
r79_hap2_chr1_hap1:49622-53546	2	49622	3924	3927	19	15	12	chr1_hap1
r80_hap1_chr1_hap1:71071-74525	1	71071	3454	3459	10	14	9	chr1_hap1
r81_hap2_chr1_hap1:13943-17460	2	13943	3517	3515	16	8	10	chr1_hap1
r82_hap1_chr1_hap1:67491-69526	1	67491	2035	2034	8	6	7	chr1_hap1
r83_hap1_chr1_hap1:5113-10309	1	5113	5196	5192	17	14	18	chr1_hap1
r84_hap2_chr1_hap1:76217-78866	2	76217	2649	2648	9	7	8	chr1_hap1
r85_hap1_chr1_hap1:57280-59575	1	57280	2295	2292	11	7	10	chr1_hap1
r86_hap1_chr1_hap1:52992-57397	1	52992	4405	4404	17	10	11	chr1_hap1
r87_hap2_chr1_hap1:70424-72805	2	70424	2381	2382	9	5	4	chr1_hap1
r88_hap2_chr1_hap1:52175-57437	2	52175	5262	5262	24	20	20	chr1_hap1
r89_hap2_chr1_hap1:70244-74783	2	70244	4539	4533	18	13	19	chr1_hap1
r90_hap1_chr1_hap1:52394-58242	1	52394	5848	5853	22	25	20	chr1_hap1
r91_hap2_chr1_hap1:70959-74888	2	70959	3929	3925	21	14	18	chr1_hap1
r92_hap2_chr1_hap1:13391-17965	2	13391	4574	4570	20	12	16	chr1_hap1
r93_hap2_chr1_hap1:42837-48479	2	42837	5642	5650	28	25	17	chr1_hap1
r94_hap2_chr1_hap1:55249-57817	2	55249	2568	2569	11	6	5	chr1_hap1
r95_hap1_chr1_hap1:69947-73322	1	69947	3375	3383	9	14	6	chr1_hap1
r96_hap2_chr1_hap1:61794-64802	2	61794	3008	3020	18	16	4	chr1_hap1
r97_hap2_chr1_hap1:49788-54188	2	49788	4400	4403	19	18	15	chr1_hap1
r98_hap1_chr1_hap1:47776-52444	1	47776	4668	4675	22	20	13	chr1_hap1
r99_hap1_chr1_hap1:14013-19370	1	14013	5357	5356	22	17	18	chr1_hap1
r100_hap2_chr1_hap1:55374-58865	2	55374	3491	3490	14	13	14	chr1_hap1
r101_hap1_chr1_hap1:42742-47812	1	42742	5070	5073	24	13	10	chr1_hap1
r102_hap1_chr1_hap1:66504-71195	1	66504	4691	4697	13	14	8	chr1_hap1
r103_hap1_chr1_hap1:43545-46856	1	43545	3311	3309	13	7	9	chr1_hap1
r104_hap2_chr1_hap1:31043-36280	2	31043	5237	5237	23	15	15	chr1_hap1
r105_hap2_chr1_hap1:27587-31605	2	27587	4018	4022	17	19	15	chr1_hap1
r106_hap1_chr1_hap1:24283-29304	1	24283	5021	5016	17	15	20	chr1_hap1
r107_hap1_chr1_hap1:46740-49113	1	46740	2373	2377	7	8	4	chr1_hap1
r108_hap1_chr1_hap1:52700-58301	1	52700	5601	5605	19	22	18	chr1_hap1
r109_hap2_chr1_hap1:70314-74526	2	70314	4212	4217	11	13	8	chr1_hap1
r110_hap1_chr1_hap1:26932-32590	1	26932	5658	5654	21	10	14	chr1_hap1
r111_hap2_chr1_hap1:22364-27295	2	22364	4931	4944	23	22	9	chr1_hap1
r112_hap2_chr1_hap1:29118-32830	2	29118	3712	3708	11	7	11	chr1_hap1
r113_hap1_chr1_hap1:23508-29185	1	23508	5677	5681	18	18	14	chr1_hap1
r114_hap1_chr1_hap1:50283-53332	1	50283	3049	3051	12	8	6	chr1_hap1
r115_hap2_chr1_hap1:47983-50649	2	47983	2666	2675	6	15	6	chr1_hap1
r116_hap1_chr1_hap1:68255-70259	1	68255	2004	2002	8	4	6	chr1_hap1
r117_hap2_chr1_hap1:53639-56259	2	53639	2620	2620	6	6	6	chr1_hap1
r118_hap2_chr1_hap1:43326-45496	2	43326	2170	2171	10	4	3	chr1_hap1
r119_hap1_chr1_hap1:45092-48466	1	45092	3374	3371	14	14	17	chr1_hap1
r120_hap1_chr1_hap1:25508-27563	1	25508	2055	2055	14	7	7	chr1_hap1
r121_hap1_chr1_hap1:42359-47349	1	42359	4990	4986	26	15	19	chr1_hap1
r122_hap2_chr1_hap1:42667-47410	2	42667	4743	4742	20	14	15	chr1_hap1
r123_hap2_chr1_hap1:50752-55978	2	50752	5226	5236	29	19	9	chr1_hap1
r124_hap2_chr1_hap1:3763-7530	2	3763	3767	3775	12	21	13	chr1_hap1
r125_hap1_chr1_hap1:6698-9577	1	6698	2879	2882	4	8	5	chr1_hap1
r126_hap2_chr1_hap1:7196-11337	2	7196	4141	4134	7	8	15	chr1_hap1
r127_hap1_chr1_hap1:50001-53924	1	50001	3923	3920	17	13	16	chr1_hap1
r128_hap2_chr1_hap1:26918-32237	2	26918	5319	5328	27	20	11	chr1_hap1
r129_hap1_chr1_hap1:49561-55143	1	49561	5582	5580	18	16	18	chr1_hap1
r130_hap2_chr1_hap1:27843-30838	2	27843	2995	2995	9	8	8	chr1_hap1
r131_hap2_chr1_hap1:43316-48689	2	43316	5373	5373	22	18	18	chr1_hap1
r132_hap1_chr1_hap1:53522-58897	1	53522	5375	5392	21	28	11	chr1_hap1
r133_hap2_chr1_hap1:29613-34440	2	29613	4827	4833	14	16	10	chr1_hap1
r134_hap1_chr1_hap1:26969-30711	1	26969	3742	3739	13	12	15	chr1_hap1
r135_hap1_chr1_hap1:47593-52049	1	47593	4456	4459	15	12	9	chr1_hap1
r136_hap2_chr1_hap1:33792-36517	2	33792	2725	2727	10	12	10	chr1_hap1
r137_hap1_chr1_hap1:4004-8058	1	4004	4054	4059	14	14	9	chr1_hap1
r138_hap2_chr1_hap1:21593-23733	2	21593	2140	2143	7	8	5	chr1_hap1
r139_hap2_chr1_hap1:26147-28353	2	26147	2206	2206	7	3	3	chr1_hap1
r140_hap1_chr1_hap1:53417-56213	1	53417	2796	2794	12	5	7	chr1_hap1
r141_hap1_chr1_hap1:67562-72699	1	67562	5137	5137	19	18	18	chr1_hap1
r142_hap1_chr1_hap1:46729-52123	1	46729	5394	5398	32	20	16	chr1_hap1
r143_hap2_chr1_hap1:42228-47924	2	42228	5696	5698	20	20	18	chr1_hap1
r144_hap1_chr1_hap1:48529-53965	1	48529	5436	5433	27	15	18	chr1_hap1
r145_hap2_chr1_hap1:28914-33813	2	28914	4899	4901	20	18	16	chr1_hap1
r146_hap1_chr1_hap1:29688-33750	1	29688	4062	4068	18	14	8	chr1_hap1
r147_hap2_chr1_hap1:66237-68369	2	66237	2132	2136	6	9	5	chr1_hap1
r148_hap1_chr1_hap1:26167-29625	1	26167	3458	3462	14	14	10	chr1_hap1
r149_hap1_chr1_hap1:48667-54389	1	48667	5722	5720	29	13	15	chr1_hap1
r150_hap2_chr1_hap1:44800-50364	2	44800	5564	5553	22	14	25	chr1_hap1
r151_hap1_chr1_hap1:66140-70032	1	66140	3892	3888	15	8	12	chr1_hap1
r152_hap2_chr1_hap1:66845-69770	2	66845	2925	2925	10	13	13	chr1_hap1
r153_hap1_chr1_hap1:50395-56388	1	50395	5993	5989	25	13	17	chr1_hap1
r154_hap1_chr1_hap1:32389-36826	1	32389	4437	4433	20	9	13	chr1_hap1
r155_hap1_chr1_hap1:32521-35719	1	32521	3198	3198	12	5	5	chr1_hap1
r156_hap1_chr1_hap1:13511-16868	1	13511	3357	3348	17	6	15	chr1_hap1
r157_hap2_chr1_hap1:52863-54944	2	52863	2081	2083	6	11	9	chr1_hap1
r158_hap1_chr1_hap1:69654-72894	1	69654	3240	3230	7	4	14	chr1_hap1
r159_hap2_chr1_hap1:46976-51780	2	46976	4804	4808	24	18	14	chr1_hap1
r160_hap2_chr1_hap1:69392-74140	2	69392	4748	4744	14	18	22	chr1_hap1
r161_hap1_chr1_hap1:25025-28954	1	25025	3929	3929	19	14	14	chr1_hap1
r162_hap2_chr1_hap1:12414-15724	2	12414	3310	3309	15	11	12	chr1_hap1
r163_hap2_chr1_hap1:53799-59320	2	53799	5521	5508	23	9	22	chr1_hap1
r164_hap1_chr1_hap1:43522-48611	1	43522	5089	5088	19	12	13	chr1_hap1
r165_hap2_chr1_hap1:68359-71580	2	68359	3221	3225	8	11	7	chr1_hap1
r166_hap1_chr1_hap1:67704-73202	1	67704	5498	5502	17	14	10	chr1_hap1
r167_hap2_chr1_hap1:29513-33237	2	29513	3724	3728	13	13	9	chr1_hap1
r168_hap2_chr1_hap1:9052-11181	2	9052	2129	2132	9	10	7	chr1_hap1
r169_hap1_chr1_hap1:52834-58260	1	52834	5426	5432	16	20	14	chr1_hap1
r170_hap2_chr1_hap1:44689-49524	2	44689	4835	4830	17	14	19	chr1_hap1
r171_hap2_chr1_hap1:47815-50681	2	47815	2866	2864	7	7	9	chr1_hap1
r172_hap1_chr1_hap1:51209-55582	1	51209	4373	4381	14	15	7	chr1_hap1
r173_hap1_chr1_hap1:45618-50793	1	45618	5175	5175	21	15	15	chr1_hap1
r174_hap1_chr1_hap1:66767-70663	1	66767	3896	3885	10	7	18	chr1_hap1
r175_hap2_chr1_hap1:53461-56705	2	53461	3244	3244	14	9	9	chr1_hap1
r176_hap2_chr1_hap1:44731-48361	2	44731	3630	3632	17	14	12	chr1_hap1
r177_hap2_chr1_hap1:20754-24201	2	20754	3447	3443	16	6	10	chr1_hap1
r178_hap1_chr1_hap1:68892-74174	1	68892	5282	5274	17	16	24	chr1_hap1
r179_hap2_chr1_hap1:14774-19555	2	14774	4781	4782	22	19	18	chr1_hap1
r180_hap2_chr1_hap1:47641-51664	2	47641	4023	4020	11	10	13	chr1_hap1
r181_hap2_chr1_hap1:41848-46497	2	41848	4649	4648	14	20	21	chr1_hap1
r182_hap1_chr1_hap1:55670-58884	1	55670	3214	3220	16	17	11	chr1_hap1
r183_hap2_chr1_hap1:44166-49361	2	44166	5195	5198	27	17	14	chr1_hap1
r184_hap2_chr1_hap1:62524-64652	2	62524	2128	2129	7	6	5	chr1_hap1
r185_hap2_chr1_hap1:66891-70097	2	66891	3206	3208	24	10	8	chr1_hap1
r186_hap2_chr1_hap1:46918-52553	2	46918	5635	5639	22	23	19	chr1_hap1
r187_hap1_chr1_hap1:29041-34321	1	29041	5280	5286	12	22	16	chr1_hap1
r188_hap1_chr1_hap1:69058-71901	1	69058	2843	2842	10	5	6	chr1_hap1
r189_hap2_chr1_hap1:25329-29586	2	25329	4257	4264	12	15	8	chr1_hap1
r190_hap2_chr1_hap1:70634-73888	2	70634	3254	3257	9	13	10	chr1_hap1
r191_hap2_chr1_hap1:29718-35374	2	29718	5656	5657	18	12	11	chr1_hap1
r192_hap2_chr1_hap1:47753-53744	2	47753	5991	5995	26	20	16	chr1_hap1
r193_hap1_chr1_hap1:42801-46633	1	42801	3832	3828	16	8	12	chr1_hap1
r194_hap1_chr1_hap1:5427-9737	1	5427	4310	4314	25	19	15	chr1_hap1
r195_hap1_chr1_hap1:45490-49770	1	45490	4280	4275	23	10	15	chr1_hap1
r196_hap2_chr1_hap1:30775-34486	2	30775	3711	3713	12	13	11	chr1_hap1
r197_hap1_chr1_hap1:44074-48690	1	44074	4616	4614	16	10	12	chr1_hap1
r198_hap1_chr1_hap1:31474-33655	1	31474	2181	2178	15	2	5	chr1_hap1
r199_hap2_chr1_hap1:33193-37271	2	33193	4078	4078	26	10	10	chr1_hap1
