read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r44_hap1_chr1_hap1:56138-59567	1	56138	3429	3427	10	10	12	chr1_hap1
r45_hap1_chr1_hap1:30893-33366	1	30893	2473	2471	9	6	8	chr1_hap1
r46_hap2_chr1_hap1:31617-37219	2	31617	5602	5592	16	12	22	chr1_hap1
r47_hap2_chr1_hap1:43845-48514	2	43845	4669	4665	19	10	14	chr1_hap1
r48_hap2_chr1_hap1:37580-40226	2	37580	2646	2644	5	6	8	chr1_hap1
r49_hap1_chr1_hap1:72736-74898	1	72736	2162	2164	10	7	5	chr1_hap1
r50_hap1_chr1_hap1:75852-79864	1	75852	4012	4013	19	11	10	chr1_hap1
r51_hap2_chr1_hap1:2969-7989	2	2969	5020	5025	18	12	7	chr1_hap1
r52_hap1_chr1_hap1:43773-46435	1	43773	2662	2664	5	9	7	chr1_hap1
r53_hap2_chr1_hap1:12914-18129	2	12914	5215	5214	22	18	19	chr1_hap1
r54_hap1_chr1_hap1:547-5793	1	547	5246	5242	17	13	17	chr1_hap1
r55_hap2_chr1_hap1:58417-61398	2	58417	2981	2986	5	12	7	chr1_hap1
r56_hap1_chr1_hap1:53768-57990	1	53768	4222	4206	15	7	23	chr1_hap1
r57_hap1_chr1_hap1:1328-7320	1	1328	5992	5992	17	17	17	chr1_hap1
r58_hap1_chr1_hap1:35136-37502	1	35136	2366	2370	9	10	6	chr1_hap1
r59_hap2_chr1_hap1:61960-65476	2	61960	3516	3517	16	10	9	chr1_hap1
r60_hap1_chr1_hap1:26468-30716	1	26468	4248	4247	11	9	10	chr1_hap1
r61_hap1_chr1_hap1:54554-59922	1	54554	5368	5380	26	21	9	chr1_hap1
r62_hap1_chr1_hap1:73927-77197	1	73927	3270	3261	16	7	16	chr1_hap1
r63_hap1_chr1_hap1:33736-38546	1	33736	4810	4810	22	14	14	chr1_hap1
r64_hap1_chr1_hap1:70652-74299	1	70652	3647	3649	18	12	10	chr1_hap1
r65_hap1_chr1_hap1:23221-25416	1	23221	2195	2201	11	10	4	chr1_hap1
r66_hap1_chr1_hap1:9599-12624	1	9599	3025	3030	10	11	6	chr1_hap1
r67_hap1_chr1_hap1:808-2860	1	808	2052	2052	5	4	4	chr1_hap1
r68_hap1_chr1_hap1:5214-9739	1	5214	4525	4522	19	9	12	chr1_hap1
r69_hap2_chr1_hap1:35050-37141	2	35050	2091	2091	10	6	6	chr1_hap1
r70_hap1_chr1_hap1:46505-48759	1	46505	2254	2246	8	5	13	chr1_hap1
r71_hap2_chr1_hap1:31346-35187	2	31346	3841	3833	8	6	14	chr1_hap1
r72_hap2_chr1_hap1:8312-14258	2	8312	5946	5950	25	22	18	chr1_hap1
r73_hap2_chr1_hap1:23234-28747	2	23234	5513	5519	24	22	16	chr1_hap1
r74_hap1_chr1_hap1:24128-27466	1	24128	3338	3339	11	11	10	chr1_hap1
r75_hap1_chr1_hap1:55286-58021	1	55286	2735	2737	13	8	6	chr1_hap1
r76_hap1_chr1_hap1:27071-31125	1	27071	4054	4051	19	12	15	chr1_hap1
r77_hap1_chr1_hap1:57887-60071	1	57887	2184	2183	8	9	10	chr1_hap1
r78_hap2_chr1_hap1:24841-27082	2	24841	2241	2236	5	5	10	chr1_hap1
r79_hap1_chr1_hap1:10646-14022	1	10646	3376	3370	15	3	9	chr1_hap1
r80_hap1_chr1_hap1:25692-29929	1	25692	4237	4238	20	14	13	chr1_hap1
r81_hap2_chr1_hap1:52492-56095	2	52492	3603	3601	12	9	11	chr1_hap1
r82_hap1_chr1_hap1:64480-66621	1	64480	2141	2146	6	7	2	chr1_hap1
r83_hap2_chr1_hap1:28771-34176	2	28771	5405	5404	16	20	21	chr1_hap1
r84_hap1_chr1_hap1:31814-35874	1	31814	4060	4063	13	13	10	chr1_hap1
r85_hap1_chr1_hap1:27937-33740	1	27937	5803	5799	25	12	16	chr1_hap1
r86_hap2_chr1_hap1:54873-57867	2	54873	2994	2999	13	13	8	chr1_hap1
r87_hap2_chr1_hap1:23215-26654	2	23215	3439	3441	11	7	5	chr1_hap1
r88_hap1_chr1_hap1:2940-5899	1	2940	2959	2955	9	8	12	chr1_hap1
r89_hap2_chr1_hap1:72840-78404	2	72840	5564	5557	28	12	19	chr1_hap1
r90_hap2_chr1_hap1:69322-72023	2	69322	2701	2707	14	11	5	chr1_hap1
r91_hap2_chr1_hap1:8006-13843	2	8006	5837	5829	31	7	15	chr1_hap1
r92_hap2_chr1_hap1:29716-33900	2	29716	4184	4180	17	9	13	chr1_hap1
r93_hap2_chr1_hap1:9046-14064	2	9046	5018	5016	26	8	10	chr1_hap1
r94_hap2_chr1_hap1:44294-47287	2	44294	2993	2998	8	9	4	chr1_hap1
r95_hap1_chr1_hap1:30202-33513	1	30202	3311	3308	11	9	12	chr1_hap1
r96_hap2_chr1_hap1:23362-26755	2	23362	3393	3391	18	10	12	chr1_hap1
r97_hap2_chr1_hap1:71878-77036	2	71878	5158	5150	27	11	19	chr1_hap1
r98_hap1_chr1_hap1:62752-66547	1	62752	3795	3799	13	15	11	chr1_hap1
r99_hap2_chr1_hap1:55798-59054	2	55798	3256	3261	15	14	9	chr1_hap1
r100_hap1_chr1_hap1:7387-10703	1	7387	3316	3326	11	17	7	chr1_hap1
r101_hap1_chr1_hap1:45564-47680	1	45564	2116	2114	9	4	6	chr1_hap1
r102_hap2_chr1_hap1:52721-55115	2	52721	2394	2392	7	8	10	chr1_hap1
r103_hap1_chr1_hap1:8247-11023	1	8247	2776	2780	12	9	5	chr1_hap1
r104_hap2_chr1_hap1:22595-25490	2	22595	2895	2892	5	8	11	chr1_hap1
r105_hap2_chr1_hap1:27372-30478	2	27372	3106	3107	16	10	9	chr1_hap1
r106_hap2_chr1_hap1:17549-19742	2	17549	2193	2191	6	6	8	chr1_hap1
r107_hap2_chr1_hap1:74998-78644	2	74998	3646	3644	17	10	12	chr1_hap1
r108_hap2_chr1_hap1:60074-63441	2	60074	3367	3370	8	9	6	chr1_hap1
r109_hap2_chr1_hap1:42089-44190	2	42089	2101	2100	6	8	9	chr1_hap1
r110_hap2_chr1_hap1:72984-78494	2	72984	5510	5506	19	14	18	chr1_hap1
r111_hap1_chr1_hap1:10589-15343	1	10589	4754	4756	16	11	9	chr1_hap1
r112_hap2_chr1_hap1:43847-48950	2	43847	5103	5107	18	18	14	chr1_hap1
r113_hap2_chr1_hap1:9450-14250	2	9450	4800	4798	19	14	16	chr1_hap1
r114_hap2_chr1_hap1:59394-63509	2	59394	4115	4120	19	17	12	chr1_hap1
r115_hap2_chr1_hap1:52182-55239	2	52182	3057	3054	14	4	7	chr1_hap1
r116_hap1_chr1_hap1:42434-47855	1	42434	5421	5423	13	21	19	chr1_hap1
r117_hap2_chr1_hap1:72296-77724	2	72296	5428	5424	19	14	18	chr1_hap1
r118_hap1_chr1_hap1:52538-57005	1	52538	4467	4467	20	14	14	chr1_hap1
r119_hap1_chr1_hap1:25278-31122	1	25278	5844	5842	20	21	23	chr1_hap1
r120_hap1_chr1_hap1:74996-78499	1	74996	3503	3500	27	11	14	chr1_hap1
r121_hap2_chr1_hap1:43116-47463	2	43116	4347	4348	19	17	16	chr1_hap1
r122_hap2_chr1_hap1:57435-60371	2	57435	2936	2933	11	6	9	chr1_hap1
r123_hap2_chr1_hap1:68349-73824	2	68349	5475	5469	22	13	19	chr1_hap1
r124_hap2_chr1_hap1:27978-32679	2	27978	4701	4699	20	16	18	chr1_hap1
r125_hap1_chr1_hap1:69591-71893	1	69591	2302	2302	9	5	5	chr1_hap1
r126_hap2_chr1_hap1:15817-20693	2	15817	4876	4869	21	13	20	chr1_hap1
r127_hap1_chr1_hap1:58685-63925	1	58685	5240	5240	21	18	18	chr1_hap1
r128_hap1_chr1_hap1:56142-58884	1	56142	2742	2739	12	7	10	chr1_hap1
r129_hap2_chr1_hap1:56121-59887	2	56121	3766	3767	13	14	13	chr1_hap1
r130_hap1_chr1_hap1:2754-7611	1	2754	4857	4861	18	15	11	chr1_hap1
r131_hap1_chr1_hap1:71277-75690	1	71277	4413	4413	16	15	15	chr1_hap1
r132_hap2_chr1_hap1:32829-34906	2	32829	2077	2075	8	6	8	chr1_hap1
r133_hap1_chr1_hap1:42176-47211	1	42176	5035	5037	12	12	10	chr1_hap1
r134_hap1_chr1_hap1:2827-8160	1	2827	5333	5331	23	20	22	chr1_hap1
r135_hap2_chr1_hap1:25315-29635	2	25315	4320	4321	20	12	11	chr1_hap1
r136_hap1_chr1_hap1:31018-33532	1	31018	2514	2519	13	10	5	chr1_hap1
r137_hap1_chr1_hap1:12249-16742	1	12249	4493	4498	21	17	12	chr1_hap1
r138_hap1_chr1_hap1:31738-36534	1	31738	4796	4802	14	12	6	chr1_hap1
r139_hap1_chr1_hap1:17419-19864	1	17419	2445	2443	10	5	7	chr1_hap1
r140_hap1_chr1_hap1:24395-27779	1	24395	3384	3385	11	14	13	chr1_hap1
r141_hap2_chr1_hap1:52598-58024	2	52598	5426	5429	19	15	12	chr1_hap1
r142_hap1_chr1_hap1:57525-62716	1	57525	5191	5181	18	12	22	chr1_hap1
r143_hap2_chr1_hap1:3380-7289	2	3380	3909	3910	19	14	13	chr1_hap1
r144_hap1_chr1_hap1:51352-54213	1	51352	2861	2863	10	7	5	chr1_hap1
r145_hap1_chr1_hap1:43041-48705	1	43041	5664	5662	21	15	17	chr1_hap1
r146_hap1_chr1_hap1:15445-18762	1	15445	3317	3313	8	8	12	chr1_hap1
r147_hap1_chr1_hap1:9841-13154	1	9841	3313	3315	9	14	12	chr1_hap1
r148_hap1_chr1_hap1:2729-7171	1	2729	4442	4439	20	5	8	chr1_hap1
r149_hap2_chr1_hap1:46419-49343	2	46419	2924	2936	15	16	4	chr1_hap1
r150_hap1_chr1_hap1:59052-62582	1	59052	3530	3534	11	9	5	chr1_hap1
r151_hap1_chr1_hap1:44637-49916	1	44637	5279	5282	22	20	17	chr1_hap1
r152_hap1_chr1_hap1:10276-15768	1	10276	5492	5495	21	17	14	chr1_hap1
r153_hap2_chr1_hap1:24111-26945	2	24111	2834	2828	7	5	11	chr1_hap1
r154_hap2_chr1_hap1:10264-12414	2	10264	2150	2147	11	6	9	chr1_hap1
r155_hap1_chr1_hap1:25887-31256	1	25887	5369	5368	15	11	12	chr1_hap1
r156_hap1_chr1_hap1:45671-48697	1	45671	3026	3026	14	9	9	chr1_hap1
r157_hap2_chr1_hap1:32437-37391	2	32437	4954	4950	19	12	16	chr1_hap1
r158_hap1_chr1_hap1:68654-72340	1	68654	3686	3689	10	12	9	chr1_hap1
r159_hap1_chr1_hap1:5230-9438	1	5230	4208	4209	24	12	11	chr1_hap1
r160_hap1_chr1_hap1:2654-6793	1	2654	4139	4137	23	10	12	chr1_hap1
r161_hap1_chr1_hap1:10768-15290	1	10768	4522	4518	11	14	18	chr1_hap1
r162_hap2_chr1_hap1:58829-61883	2	58829	3054	3050	17	7	11	chr1_hap1
r163_hap1_chr1_hap1:10855-14672	1	10855	3817	3819	8	11	9	chr1_hap1
r164_hap2_chr1_hap1:5542-9899	2	5542	4357	4355	15	13	15	chr1_hap1
r165_hap1_chr1_hap1:10076-13160	1	10076	3084	3080	16	7	11	chr1_hap1
r166_hap1_chr1_hap1:9146-12284	1	9146	3138	3135	10	11	14	chr1_hap1
r167_hap1_chr1_hap1:12304-15210	1	12304	2906	2908	7	9	7	chr1_hap1
r168_hap2_chr1_hap1:44563-46744	2	44563	2181	2181	10	4	4	chr1_hap1
r169_hap1_chr1_hap1:25453-30733	1	25453	5280	5285	23	16	11	chr1_hap1
r170_hap2_chr1_hap1:2793-5615	2	2793	2822	2821	6	6	7	chr1_hap1
r171_hap2_chr1_hap1:26790-31910	2	26790	5120	5123	23	12	9	chr1_hap1
r172_hap1_chr1_hap1:63125-65728	1	63125	2603	2602	6	7	8	chr1_hap1
r173_hap1_chr1_hap1:955-5499	1	955	4544	4552	21	17	9	chr1_hap1
r174_hap1_chr1_hap1:31451-33658	1	31451	2207	2203	13	4	8	chr1_hap1
r175_hap2_chr1_hap1:27437-31400	2	27437	3963	3971	10	19	11	chr1_hap1
r176_hap2_chr1_hap1:23406-27866	2	23406	4460	4458	28	10	12	chr1_hap1
r177_hap1_chr1_hap1:16103-21259	1	16103	5156	5166	23	20	10	chr1_hap1
r178_hap2_chr1_hap1:30134-34923	2	30134	4789	4796	17	20	13	chr1_hap1
r179_hap1_chr1_hap1:4621-7690	1	4621	3069	3073	15	12	8	chr1_hap1
r180_hap1_chr1_hap1:56653-60426	1	56653	3773	3772	16	11	12	chr1_hap1
r181_hap2_chr1_hap1:30984-35629	2	30984	4645	4645	10	15	15	chr1_hap1
r182_hap2_chr1_hap1:25587-29998	2	25587	4411	4397	15	13	27	chr1_hap1
r183_hap1_chr1_hap1:51390-55611	1	51390	4221	4218	15	9	12	chr1_hap1
r184_hap2_chr1_hap1:2438-5417	2	2438	2979	2983	14	14	10	chr1_hap1
r185_hap1_chr1_hap1:7749-13460	1	7749	5711	5710	27	13	14	chr1_hap1
r186_hap2_chr1_hap1:36305-38440	2	36305	2135	2134	8	3	4	chr1_hap1
r187_hap2_chr1_hap1:23951-28489	2	23951	4538	4542	12	14	10	chr1_hap1
r188_hap2_chr1_hap1:26101-29891	2	26101	3790	3787	21	12	15	chr1_hap1
r189_hap1_chr1_hap1:2701-5038	1	2701	2337	2339	7	8	6	chr1_hap1
r190_hap2_chr1_hap1:63335-67038	2	63335	3703	3702	14	11	12	chr1_hap1
r191_hap2_chr1_hap1:15564-18856	2	15564	3292	3292	13	9	9	chr1_hap1
r192_hap1_chr1_hap1:3376-5656	1	3376	2280	2276	10	4	8	chr1_hap1
r193_hap1_chr1_hap1:56273-59266	1	56273	2993	2989	14	10	14	chr1_hap1
r194_hap1_chr1_hap1:6134-10540	1	6134	4406	4404	10	13	15	chr1_hap1
r195_hap2_chr1_hap1:58953-62058	2	58953	3105	3109	15	8	4	chr1_hap1
r196_hap2_chr1_hap1:57917-63635	2	57917	5718	5717	21	17	18	chr1_hap1
r197_hap1_chr1_hap1:17464-20488	1	17464	3024	3025	14	8	7	chr1_hap1
r198_hap2_chr1_hap1:41809-47184	2	41809	5375	5384	32	23	14	chr1_hap1
r199_hap1_chr1_hap1:75252-78792	1	75252	3540	3551	11	18	7	chr1_hap1
