read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r30_hap1_chr1_hap1:42945-47412	1	42945	4467	4471	27	14	10	chr1_hap1
r31_hap2_chr1_hap1:33730-39105	2	33730	5375	5373	18	17	19	chr1_hap1
r32_hap1_chr1_hap1:43358-46368	1	43358	3010	3007	14	5	8	chr1_hap1
r33_hap2_chr1_hap1:29600-35300	2	29600	5700	5690	27	8	18	chr1_hap1
r34_hap1_chr1_hap1:45608-48909	1	45608	3301	3303	14	13	11	chr1_hap1
r35_hap1_chr1_hap1:69476-72693	1	69476	3217	3226	13	14	5	chr1_hap1
r36_hap2_chr1_hap1:7902-11951	2	7902	4049	4045	16	11	15	chr1_hap1
r37_hap2_chr1_hap1:74902-78090	2	74902	3188	3190	13	10	8	chr1_hap1
r38_hap2_chr1_hap1:32348-37862	2	32348	5514	5509	24	20	25	chr1_hap1
r39_hap1_chr1_hap1:9895-14342	1	9895	4447	4438	11	8	17	chr1_hap1
r40_hap1_chr1_hap1:68507-74399	1	68507	5892	5896	33	20	16	chr1_hap1
r41_hap2_chr1_hap1:11700-14419	2	11700	2719	2712	12	3	10	chr1_hap1
r42_hap1_chr1_hap1:73990-78698	1	73990	4708	4698	26	10	20	chr1_hap1
r43_hap1_chr1_hap1:35900-39933	1	35900	4033	4037	17	16	12	chr1_hap1
r44_hap2_chr1_hap1:71885-77106	2	71885	5221	5225	23	21	17	chr1_hap1
r45_hap1_chr1_hap1:34257-37563	1	34257	3306	3308	8	12	10	chr1_hap1
r46_hap1_chr1_hap1:68918-72497	1	68918	3579	3576	13	9	12	chr1_hap1
r47_hap1_chr1_hap1:36251-39841	1	36251	3590	3584	13	9	15	chr1_hap1
r48_hap1_chr1_hap1:37401-39637	1	37401	2236	2236	11	5	5	chr1_hap1
r49_hap1_chr1_hap1:73159-78407	1	73159	5248	5242	14	13	19	chr1_hap1
r50_hap1_chr1_hap1:44726-48816	1	44726	4090	4093	13	12	9	chr1_hap1
r51_hap2_chr1_hap1:70975-74754	2	70975	3779	3774	25	5	10	chr1_hap1
r52_hap1_chr1_hap1:8338-14298	1	8338	5960	5971	15	20	9	chr1_hap1
r53_hap1_chr1_hap1:10292-15309	1	10292	5017	5013	18	17	21	chr1_hap1
r54_hap1_chr1_hap1:11065-14076	1	11065	3011	3008	13	6	9	chr1_hap1
r55_hap1_chr1_hap1:15619-19302	1	15619	3683	3686	10	11	8	chr1_hap1
r56_hap2_chr1_hap1:74661-77200	2	74661	2539	2539	6	8	8	chr1_hap1
r57_hap2_chr1_hap1:56280-58581	2	56280	2301	2294	10	5	12	chr1_hap1
r58_hap2_chr1_hap1:72533-75063	2	72533	2530	2527	11	6	9	chr1_hap1
r59_hap1_chr1_hap1:14749-19073	1	14749	4324	4323	10	12	13	chr1_hap1
r60_hap2_chr1_hap1:9247-13608	2	9247	4361	4365	14	18	14	chr1_hap1
r61_hap2_chr1_hap1:7421-12267	2	7421	4846	4845	17	12	13	chr1_hap1
r62_hap2_chr1_hap1:10257-14745	2	10257	4488	4481	18	6	13	chr1_hap1
r63_hap2_chr1_hap1:69642-71933	2	69642	2291	2298	9	10	3	chr1_hap1
r64_hap2_chr1_hap1:17905-21067	2	17905	3162	3157	14	9	14	chr1_hap1
r65_hap2_chr1_hap1:14544-19125	2	14544	4581	4579	27	12	14	chr1_hap1
r66_hap1_chr1_hap1:26309-30640	1	26309	4331	4334	16	18	15	chr1_hap1
r67_hap2_chr1_hap1:74427-79966	2	74427	5539	5551	22	22	10	chr1_hap1
r68_hap1_chr1_hap1:25699-28977	1	25699	3278	3279	17	7	6	chr1_hap1
r69_hap2_chr1_hap1:72811-76005	2	72811	3194	3193	12	7	8	chr1_hap1
r70_hap2_chr1_hap1:28401-30919	2	28401	2518	2518	10	8	8	chr1_hap1
r71_hap1_chr1_hap1:56397-61882	1	56397	5485	5476	17	13	22	chr1_hap1
r72_hap1_chr1_hap1:71709-75317	1	71709	3608	3613	17	12	7	chr1_hap1
r73_hap1_chr1_hap1:7037-12839	1	7037	5802	5806	28	24	20	chr1_hap1
r74_hap2_chr1_hap1:52323-55085	2	52323	2762	2764	12	9	7	chr1_hap1
r75_hap1_chr1_hap1:33429-36890	1	33429	3461	3466	13	15	10	chr1_hap1
r76_hap1_chr1_hap1:29856-35031	1	29856	5175	5180	21	17	12	chr1_hap1
r77_hap2_chr1_hap1:29581-32219	2	29581	2638	2634	10	9	13	chr1_hap1
r78_hap2_chr1_hap1:14995-19526	2	14995	4531	4520	18	7	18	chr1_hap1
r79_hap2_chr1_hap1:59484-63101	2	59484	3617	3616	23	8	9	chr1_hap1
r80_hap2_chr1_hap1:8243-12828	2	8243	4585	4587	13	14	12	chr1_hap1
r81_hap2_chr1_hap1:25555-29879	2	25555	4324	4333	9	16	7	chr1_hap1
r82_hap1_chr1_hap1:74510-77935	1	74510	3425	3423	11	12	14	chr1_hap1
r83_hap2_chr1_hap1:53220-55994	2	53220	2774	2775	5	9	8	chr1_hap1
r84_hap1_chr1_hap1:42695-45088	1	42695	2393	2394	9	8	7	chr1_hap1
r85_hap1_chr1_hap1:72693-75312	1	72693	2619	2617	10	4	6	chr1_hap1
r86_hap2_chr1_hap1:74319-78392	2	74319	4073	4076	14	14	11	chr1_hap1
r87_hap1_chr1_hap1:7895-13821	1	7895	5926	5934	24	19	11	chr1_hap1
r88_hap1_chr1_hap1:60420-64274	1	60420	3854	3851	17	13	16	chr1_hap1
r89_hap2_chr1_hap1:71260-75099	2	71260	3839	3837	15	7	9	chr1_hap1
r90_hap1_chr1_hap1:42249-48234	1	42249	5985	5990	31	18	13	chr1_hap1
r91_hap2_chr1_hap1:35787-38783	2	35787	2996	2993	16	5	8	chr1_hap1
r92_hap1_chr1_hap1:55725-58545	1	55725	2820	2814	10	5	11	chr1_hap1
r93_hap2_chr1_hap1:28967-33378	2	28967	4411	4409	24	6	8	chr1_hap1
r94_hap2_chr1_hap1:74740-79767	2	74740	5027	5036	17	16	7	chr1_hap1
r95_hap1_chr1_hap1:9228-13845	1	9228	4617	4615	13	14	16	chr1_hap1
r96_hap2_chr1_hap1:55629-60608	2	55629	4979	4973	28	9	15	chr1_hap1
r97_hap1_chr1_hap1:35155-40173	1	35155	5018	5015	20	14	17	chr1_hap1
r98_hap1_chr1_hap1:52777-56427	1	52777	3650	3661	21	18	7	chr1_hap1
r99_hap1_chr1_hap1:75723-78081	1	75723	2358	2361	10	11	8	chr1_hap1
r100_hap2_chr1_hap1:28614-32316	2	28614	3702	3702	17	11	11	chr1_hap1
r101_hap2_chr1_hap1:28504-31645	2	28504	3141	3139	8	11	13	chr1_hap1
r102_hap1_chr1_hap1:16774-19412	1	16774	2638	2639	11	5	4	chr1_hap1
r103_hap2_chr1_hap1:34774-39495	2	34774	4721	4723	20	16	14	chr1_hap1
r104_hap1_chr1_hap1:15654-20309	1	15654	4655	4649	20	13	19	chr1_hap1
r105_hap1_chr1_hap1:9955-12713	1	9955	2758	2761	10	8	5	chr1_hap1
r106_hap1_chr1_hap1:44663-49300	1	44663	4637	4641	7	17	13	chr1_hap1
r107_hap1_chr1_hap1:33931-39087	1	33931	5156	5156	16	13	13	chr1_hap1
r108_hap1_chr1_hap1:54511-59265	1	54511	4754	4754	17	10	10	chr1_hap1
r109_hap2_chr1_hap1:27826-31806	2	27826	3980	3986	13	13	7	chr1_hap1
r110_hap1_chr1_hap1:28432-34232	1	28432	5800	5799	22	19	20	chr1_hap1
r111_hap1_chr1_hap1:53171-57286	1	53171	4115	4118	17	17	14	chr1_hap1
r112_hap1_chr1_hap1:32294-35645	1	32294	3351	3350	13	6	7	chr1_hap1
r113_hap1_chr1_hap1:73035-78113	1	73035	5078	5079	11	21	20	chr1_hap1
r114_hap1_chr1_hap1:34108-39536	1	34108	5428	5422	17	14	20	chr1_hap1
r115_hap2_chr1_hap1:73088-76985	2	73088	3897	3898	18	12	11	chr1_hap1
r116_hap2_chr1_hap1:14509-17523	2	14509	3014	3014	10	12	12	chr1_hap1
r117_hap1_chr1_hap1:69161-72506	1	69161	3345	3344	9	11	12	chr1_hap1
r118_hap2_chr1_hap1:11961-14555	2	11961	2594	2595	18	8	7	chr1_hap1
r119_hap2_chr1_hap1:10784-14297	2	10784	3513	3515	20	16	14	chr1_hap1
r120_hap1_chr1_hap1:55624-61354	1	55624	5730	5719	25	11	22	chr1_hap1
r121_hap2_chr1_hap1:52441-58064	2	52441	5623	5617	21	13	19	chr1_hap1
r122_hap1_chr1_hap1:32748-38684	1	32748	5936	5937	26	17	16	chr1_hap1
r123_hap2_chr1_hap1:71900-76411	2	71900	4511	4505	19	12	18	chr1_hap1
r124_hap1_chr1_hap1:59264-61620	1	59264	2356	2358	8	6	4	chr1_hap1
r125_hap1_chr1_hap1:11429-15688	1	11429	4259	4257	24	15	17	chr1_hap1
r126_hap2_chr1_hap1:29748-34667	2	29748	4919	4922	18	17	14	chr1_hap1
r127_hap1_chr1_hap1:32663-34881	1	32663	2218	2222	6	7	3	chr1_hap1
r128_hap1_chr1_hap1:54302-58100	1	54302	3798	3798	12	11	11	chr1_hap1
r129_hap2_chr1_hap1:33962-36321	2	33962	2359	2359	9	11	11	chr1_hap1
r130_hap2_chr1_hap1:8682-14580	2	8682	5898	5890	22	13	21	chr1_hap1
r131_hap1_chr1_hap1:34695-38434	1	34695	3739	3740	8	8	7	chr1_hap1
r132_hap1_chr1_hap1:33967-37009	1	33967	3042	3043	14	13	12	chr1_hap1
r133_hap2_chr1_hap1:7478-12917	2	7478	5439	5442	24	18	15	chr1_hap1
r134_hap1_chr1_hap1:10640-12791	1	10640	2151	2153	15	7	5	chr1_hap1
r135_hap1_chr1_hap1:61158-66590	1	61158	5432	5435	22	19	16	chr1_hap1
r136_hap1_chr1_hap1:30135-32490	1	30135	2355	2357	8	5	3	chr1_hap1
r137_hap1_chr1_hap1:35560-39287	1	35560	3727	3734	13	13	6	chr1_hap1
r138_hap1_chr1_hap1:44152-46857	1	44152	2705	2708	10	11	8	chr1_hap1
r139_hap1_chr1_hap1:60864-64231	1	60864	3367	3367	17	11	11	chr1_hap1
r140_hap1_chr1_hap1:75910-79490	1	75910	3580	3579	12	9	10	chr1_hap1
r141_hap1_chr1_hap1:59795-62308	1	59795	2513	2513	12	9	9	chr1_hap1
r142_hap2_chr1_hap1:9558-14569	2	9558	5011	5011	18	15	15	chr1_hap1
r143_hap1_chr1_hap1:59929-63132	1	59929	3203	3205	9	11	9	chr1_hap1
r144_hap2_chr1_hap1:73017-78911	2	73017	5894	5898	25	17	13	chr1_hap1
r145_hap1_chr1_hap1:74442-77307	1	74442	2865	2862	7	6	9	chr1_hap1
r146_hap2_chr1_hap1:75089-79153	2	75089	4064	4064	13	16	16	chr1_hap1
r147_hap2_chr1_hap1:10933-16555	2	10933	5622	5623	24	11	10	chr1_hap1
r148_hap1_chr1_hap1:53928-57636	1	53928	3708	3717	18	16	7	chr1_hap1
r149_hap2_chr1_hap1:47681-49777	2	47681	2096	2099	3	6	3	chr1_hap1
r150_hap2_chr1_hap1:32253-37532	2	32253	5279	5275	28	15	19	chr1_hap1
r151_hap1_chr1_hap1:63083-65667	1	63083	2584	2580	10	6	10	chr1_hap1
r152_hap2_chr1_hap1:33643-35870	2	33643	2227	2229	6	7	5	chr1_hap1
r153_hap1_chr1_hap1:69822-74919	1	69822	5097	5094	23	9	12	chr1_hap1
r154_hap1_chr1_hap1:10332-13909	1	10332	3577	3575	6	8	10	chr1_hap1
r155_hap2_chr1_hap1:52077-56945	2	52077	4868	4866	16	11	13	chr1_hap1
r156_hap1_chr1_hap1:64320-66422	1	64320	2102	2101	5	10	11	chr1_hap1
r157_hap1_chr1_hap1:15030-18556	1	15030	3526	3518	18	5	13	chr1_hap1
r158_hap2_chr1_hap1:32150-35836	2	32150	3686	3688	9	13	11	chr1_hap1
r159_hap2_chr1_hap1:52482-56690	2	52482	4208	4210	22	12	10	chr1_hap1
r160_hap1_chr1_hap1:27348-31487	1	27348	4139	4138	23	10	11	chr1_hap1
r161_hap2_chr1_hap1:69087-73091	2	69087	4004	4002	7	14	16	chr1_hap1
r162_hap1_chr1_hap1:71623-77604	1	71623	5981	5980	23	16	17	chr1_hap1
r163_hap1_chr1_hap1:69415-72358	1	69415	2943	2944	8	10	9	chr1_hap1
r164_hap1_chr1_hap1:44210-47569	1	44210	3359	3360	14	11	10	chr1_hap1
r165_hap1_chr1_hap1:54551-57052	1	54551	2501	2498	14	6	9	chr1_hap1
r166_hap1_chr1_hap1:7218-10441	1	7218	3223	3220	10	11	14	chr1_hap1
r167_hap2_chr1_hap1:10233-13139	2	10233	2906	2903	10	8	11	chr1_hap1
r168_hap1_chr1_hap1:59290-64863	1	59290	5573	5582	21	15	6	chr1_hap1
r169_hap1_chr1_hap1:33162-38459	1	33162	5297	5289	23	9	17	chr1_hap1
r170_hap1_chr1_hap1:56464-59349	1	56464	2885	2892	11	11	4	chr1_hap1
r171_hap1_chr1_hap1:56550-59074	1	56550	2524	2522	8	6	8	chr1_hap1
r172_hap1_chr1_hap1:42069-46222	1	42069	4153	4153	18	9	9	chr1_hap1
r173_hap1_chr1_hap1:60731-62803	1	60731	2072	2082	8	12	2	chr1_hap1
r174_hap1_chr1_hap1:12239-15224	1	12239	2985	2983	14	7	9	chr1_hap1
r175_hap2_chr1_hap1:16720-20863	2	16720	4143	4141	16	12	14	chr1_hap1
r176_hap1_chr1_hap1:53212-56119	1	53212	2907	2907	21	7	7	chr1_hap1
r177_hap2_chr1_hap1:75903-79843	2	75903	3940	3948	16	14	6	chr1_hap1
r178_hap2_chr1_hap1:31672-35712	2	31672	4040	4049	18	20	11	chr1_hap1
r179_hap1_chr1_hap1:71156-75712	1	71156	4556	4563	16	20	13	chr1_hap1
r180_hap2_chr1_hap1:27633-33549	2	27633	5916	5915	25	18	19	chr1_hap1
r181_hap2_chr1_hap1:33422-36814	2	33422	3392	3390	7	10	12	chr1_hap1
r182_hap1_chr1_hap1:36228-40056	1	36228	3828	3818	14	11	21	chr1_hap1
r183_hap1_chr1_hap1:27571-32408	1	27571	4837	4831	14	8	14	chr1_hap1
r184_hap2_chr1_hap1:14089-19506	2	14089	5417	5415	28	17	19	chr1_hap1
r185_hap1_chr1_hap1:15942-18708	1	15942	2766	2769	14	7	4	chr1_hap1
r186_hap1_chr1_hap1:61456-64210	1	61456	2754	2753	8	4	5	chr1_hap1
r187_hap1_chr1_hap1:28477-30891	1	28477	2414	2420	7	12	6	chr1_hap1
r188_hap2_chr1_hap1:26623-31156	2	26623	4533	4527	17	7	13	chr1_hap1
r189_hap2_chr1_hap1:56398-62053	2	56398	5655	5658	21	22	19	chr1_hap1
r190_hap1_chr1_hap1:26329-31184	1	26329	4855	4856	16	13	12	chr1_hap1
r191_hap2_chr1_hap1:52115-54765	2	52115	2650	2643	11	5	12	chr1_hap1
r192_hap1_chr1_hap1:16816-20902	1	16816	4086	4083	17	12	15	chr1_hap1
r193_hap2_chr1_hap1:68824-74456	2	68824	5632	5631	19	15	16	chr1_hap1
r194_hap2_chr1_hap1:42168-44631	2	42168	2463	2462	11	5	6	chr1_hap1
r195_hap2_chr1_hap1:11079-14687	2	11079	3608	3612	13	14	10	chr1_hap1
r196_hap1_chr1_hap1:31798-35795	1	31798	3997	3999	15	13	11	chr1_hap1
r197_hap2_chr1_hap1:61166-66446	2	61166	5280	5285	33	21	16	chr1_hap1
r198_hap2_chr1_hap1:7335-10293	2	7335	2958	2968	9	14	4	chr1_hap1
r199_hap2_chr1_hap1:12528-18092	2	12528	5564	5545	21	10	29	chr1_hap1
