read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r57_hap1_chr1_hap1:71141-73306	1	71141	2165	2163	9	4	6	chr1_hap1
r58_hap2_chr1_hap2:33621-37130	2	33621	3509	3515	17	12	6	chr1_hap2
r59_hap2_chr1_hap2:55291-60548	2	55291	5257	5250	22	17	24	chr1_hap2
r60_hap2_chr1_hap2:11725-13727	2	11725	2002	2001	15	4	5	chr1_hap2
r61_hap1_chr1_hap1:34793-38226	1	34793	3433	3440	13	16	9	chr1_hap1
r62_hap2_chr1_hap2:27132-30275	2	27132	3143	3138	14	7	12	chr1_hap2
r63_hap2_chr1_hap2:37905-41043	2	37905	3138	3142	13	11	7	chr1_hap2
r64_hap2_chr1_hap2:50335-55057	2	50335	4722	4726	21	14	10	chr1_hap2
r65_hap1_chr1_hap1:38861-41377	1	38861	2516	2513	9	4	7	chr1_hap1
r66_hap1_chr1_hap1:63450-66194	1	63450	2744	2746	10	10	8	chr1_hap1
r67_hap1_chr1_hap1:6462-11258	1	6462	4796	4786	14	9	19	chr1_hap1
r68_hap1_chr1_hap1:71285-74040	1	71285	2755	2762	12	9	2	chr1_hap1
r69_hap1_chr1_hap1:15026-17939	1	15026	2913	2910	12	9	12	chr1_hap1
r70_hap2_chr1_hap2:43327-45956	2	43327	2629	2633	9	14	10	chr1_hap2
r71_hap2_chr1_hap2:16806-21687	2	16806	4881	4888	22	18	11	chr1_hap2
r72_hap1_chr1_hap1:52824-57829	1	52824	5005	5006	20	15	14	chr1_hap1
r73_hap2_chr1_hap2:75448-79502	2	75448	4054	4052	20	14	16	chr1_hap2
r74_hap2_chr1_hap2:49389-51553	2	49389	2164	2162	8	6	8	chr1_hap2
r75_hap2_chr1_hap2:49015-51256	2	49015	2241	2235	7	3	9	chr1_hap2
r76_hap2_chr1_hap2:21765-25141	2	21765	3376	3371	15	3	8	chr1_hap2
r77_hap2_chr1_hap2:506-4743	2	506	4237	4240	25	12	9	chr1_hap2
r78_hap2_chr1_hap2:74458-79102	2	74458	4644	4651	12	17	10	chr1_hap2
r79_hap1_chr1_hap1:76973-79494	1	76973	2521	2524	4	9	6	chr1_hap1
r80_hap1_chr1_hap1:71934-77520	1	71934	5586	5586	18	20	20	chr1_hap1
r81_hap1_chr1_hap1:72756-75365	1	72756	2609	2611	10	8	6	chr1_hap1
r82_hap2_chr1_hap2:68683-73099	2	68683	4416	4418	18	11	9	chr1_hap2
r83_hap2_chr1_hap2:71711-76938	2	71711	5227	5231	22	16	12	chr1_hap2
r84_hap2_chr1_hap2:57629-62686	2	57629	5057	5055	18	14	16	chr1_hap2
r85_hap1_chr1_hap1:56408-61972	1	56408	5564	5563	28	15	16	chr1_hap1
r86_hap1_chr1_hap1:21537-24650	1	21537	3113	3119	15	11	5	chr1_hap1
r87_hap2_chr1_hap2:22726-28493	2	22726	5767	5759	30	7	15	chr1_hap2
r88_hap2_chr1_hap2:52295-56479	2	52295	4184	4179	18	9	14	chr1_hap2
r89_hap2_chr1_hap2:56526-58634	2	56526	2108	2111	9	6	3	chr1_hap2
r90_hap1_chr1_hap1:68796-71575	1	68796	2779	2776	13	5	8	chr1_hap1
r91_hap1_chr1_hap1:64534-69411	1	64534	4877	4884	9	18	11	chr1_hap1
r92_hap2_chr1_hap2:68986-71327	2	68986	2341	2339	7	7	9	chr1_hap2
r93_hap1_chr1_hap1:39326-44698	1	39326	5372	5368	30	11	15	chr1_hap1
r94_hap2_chr1_hap2:19084-22127	2	19084	3043	3036	14	7	14	chr1_hap2
r95_hap1_chr1_hap1:38565-40825	1	38565	2260	2263	7	8	5	chr1_hap1
r96_hap1_chr1_hap1:22777-26427	1	22777	3650	3666	21	22	6	chr1_hap1
r97_hap2_chr1_hap2:48087-52888	2	48087	4801	4809	18	19	11	chr1_hap2
r98_hap1_chr1_hap1:49115-54842	1	49115	5727	5725	26	16	18	chr1_hap1
r99_hap1_chr1_hap1:60133-65100	1	60133	4967	4967	15	17	17	chr1_hap1
r100_hap1_chr1_hap1:22477-28035	1	22477	5558	5554	23	15	19	chr1_hap1
r101_hap2_chr1_hap2:47871-50549	2	47871	2678	2681	12	8	5	chr1_hap2
r102_hap1_chr1_hap1:21509-24721	1	21509	3212	3213	5	10	9	chr1_hap1
r103_hap2_chr1_hap2:36528-41432	2	36528	4904	4904	16	14	14	chr1_hap2
r104_hap1_chr1_hap1:66212-71302	1	66212	5090	5091	17	10	9	chr1_hap1
r105_hap1_chr1_hap1:26505-31884	1	26505	5379	5388	13	21	12	chr1_hap1
r106_hap1_chr1_hap1:42984-45309	1	42984	2325	2327	6	10	8	chr1_hap1
r107_hap1_chr1_hap1:15954-18267	1	15954	2313	2312	8	4	5	chr1_hap1
r108_hap2_chr1_hap2:35729-38909	2	35729	3180	3180	21	11	11	chr1_hap2
r109_hap2_chr1_hap2:62827-65888	2	62827	3061	3061	15	11	11	chr1_hap2
r110_hap1_chr1_hap1:39939-42342	1	39939	2403	2402	9	4	5	chr1_hap1
r111_hap2_chr1_hap2:33452-36922	2	33452	3470	3473	10	13	10	chr1_hap2
r112_hap2_chr1_hap2:27343-31559	2	27343	4216	4212	14	13	17	chr1_hap2
r113_hap2_chr1_hap2:76612-79142	2	76612	2530	2529	6	9	10	chr1_hap2
r114_hap2_chr1_hap2:551-5029	2	551	4478	4478	24	13	13	chr1_hap2
r115_hap1_chr1_hap1:59311-65074	1	59311	5763	5758	20	19	24	chr1_hap1
r116_hap2_chr1_hap2:53872-58628	2	53872	4756	4753	31	14	17	chr1_hap2
r117_hap1_chr1_hap1:1184-5054	1	1184	3870	3876	16	17	11	chr1_hap1
r118_hap1_chr1_hap1:26558-29494	1	26558	2936	2933	11	6	9	chr1_hap1
r119_hap1_chr1_hap1:27517-30794	1	27517	3277	3273	13	10	14	chr1_hap1
r120_hap2_chr1_hap2:39215-42091	2	39215	2876	2875	11	7	8	chr1_hap2
r121_hap2_chr1_hap2:27291-33227	2	27291	5936	5935	22	16	17	chr1_hap2
r122_hap2_chr1_hap2:21859-25141	2	21859	3282	3283	15	10	9	chr1_hap2
r123_hap2_chr1_hap2:4344-8237	2	4344	3893	3888	19	9	14	chr1_hap2
r124_hap2_chr1_hap2:26107-30380	2	26107	4273	4273	24	16	16	chr1_hap2
r125_hap1_chr1_hap1:30865-36342	1	30865	5477	5481	19	20	16	chr1_hap1
r126_hap2_chr1_hap2:19610-24467	2	19610	4857	4862	18	15	10	chr1_hap2
r127_hap1_chr1_hap1:10319-13834	1	10319	3515	3509	15	10	16	chr1_hap1
r128_hap2_chr1_hap2:56854-61571	2	56854	4717	4713	17	10	14	chr1_hap2
r129_hap1_chr1_hap1:69296-71421	1	69296	2125	2131	3	10	4	chr1_hap1
r130_hap1_chr1_hap1:18227-21283	1	18227	3056	3060	10	9	5	chr1_hap1
r131_hap1_chr1_hap1:8467-11655	1	8467	3188	3188	14	14	14	chr1_hap1
r132_hap1_chr1_hap1:63027-65346	1	63027	2319	2313	6	4	10	chr1_hap1
r133_hap2_chr1_hap2:73339-77809	2	73339	4470	4478	29	16	8	chr1_hap2
r134_hap2_chr1_hap2:40019-45132	2	40019	5113	5120	22	20	13	chr1_hap2
r135_hap2_chr1_hap2:2779-5134	2	2779	2355	2357	7	5	3	chr1_hap2
r136_hap1_chr1_hap1:26811-30409	1	26811	3598	3601	11	10	7	chr1_hap1
r137_hap2_chr1_hap2:20936-24037	2	20936	3101	3100	12	9	10	chr1_hap2
r138_hap1_chr1_hap1:27719-31086	1	27719	3367	3370	18	12	9	chr1_hap1
r139_hap2_chr1_hap2:43003-47154	2	43003	4151	4148	13	9	12	chr1_hap2
r140_hap2_chr1_hap2:18178-20787	2	18178	2609	2603	14	6	12	chr1_hap2
r141_hap2_chr1_hap2:64712-70280	2	64712	5568	5570	23	18	16	chr1_hap2
r142_hap1_chr1_hap1:34236-37656	1	34236	3420	3425	13	13	8	chr1_hap1
r143_hap1_chr1_hap1:24562-28788	1	24562	4226	4223	15	10	13	chr1_hap1
r144_hap2_chr1_hap2:36955-42735	2	36955	5780	5777	19	16	19	chr1_hap2
r145_hap1_chr1_hap1:69044-71720	1	69044	2676	2676	9	7	7	chr1_hap1
r146_hap2_chr1_hap2:16390-19976	2	16390	3586	3586	16	6	6	chr1_hap2
r147_hap1_chr1_hap1:8830-13937	1	8830	5107	5118	20	21	10	chr1_hap1
r148_hap2_chr1_hap2:31437-34445	2	31437	3008	3012	12	11	7	chr1_hap2
r149_hap2_chr1_hap2:12627-16492	2	12627	3865	3860	13	9	14	chr1_hap2
r150_hap1_chr1_hap1:49347-52122	1	49347	2775	2775	11	10	10	chr1_hap1
r151_hap1_chr1_hap1:17637-19638	1	17637	2001	2003	5	6	4	chr1_hap1
r152_hap1_chr1_hap1:75716-79483	1	75716	3767	3763	14	6	10	chr1_hap1
r153_hap2_chr1_hap2:75782-79313	2	75782	3531	3528	11	9	12	chr1_hap2
r154_hap2_chr1_hap2:1805-7056	2	1805	5251	5249	13	12	14	chr1_hap2
r155_hap1_chr1_hap1:57511-60607	1	57511	3096	3093	10	10	13	chr1_hap1
r156_hap1_chr1_hap1:45011-47305	1	45011	2294	2293	12	6	7	chr1_hap1
r157_hap1_chr1_hap1:39099-42576	1	39099	3477	3478	7	10	9	chr1_hap1
r158_hap1_chr1_hap1:44916-49272	1	44916	4356	4356	22	10	10	chr1_hap1
r159_hap2_chr1_hap2:40189-45569	2	40189	5380	5383	30	17	14	chr1_hap2
r160_hap2_chr1_hap2:22568-27015	2	22568	4447	4446	12	13	14	chr1_hap2
r161_hap2_chr1_hap2:15103-19930	2	15103	4827	4826	19	14	15	chr1_hap2
r162_hap1_chr1_hap1:7890-13403	1	7890	5513	5512	15	17	18	chr1_hap1
r163_hap2_chr1_hap2:75376-77806	2	75376	2430	2434	11	9	5	chr1_hap2
r164_hap2_chr1_hap2:50633-56336	2	50633	5703	5693	21	15	25	chr1_hap2
r165_hap1_chr1_hap1:32-4396	1	32	4364	4365	17	12	11	chr1_hap1
r166_hap1_chr1_hap1:34834-39383	1	34834	4549	4552	17	13	10	chr1_hap1
r167_hap2_chr1_hap2:46682-52048	2	46682	5366	5366	19	14	14	chr1_hap2
r168_hap1_chr1_hap1:19970-22707	1	19970	2737	2739	9	6	4	chr1_hap1
r169_hap2_chr1_hap2:7151-13128	2	7151	5977	5977	23	16	16	chr1_hap2
r170_hap2_chr1_hap2:32767-37815	2	32767	5048	5053	20	19	14	chr1_hap2
r171_hap2_chr1_hap2:57564-59937	2	57564	2373	2379	6	12	6	chr1_hap2
r172_hap1_chr1_hap1:52726-58166	1	52726	5440	5438	29	13	15	chr1_hap1
r173_hap1_chr1_hap1:48456-53584	1	48456	5128	5141	23	21	8	chr1_hap1
r174_hap1_chr1_hap1:15240-19944	1	15240	4704	4710	18	20	14	chr1_hap1
r175_hap1_chr1_hap1:28386-31117	1	28386	2731	2735	16	12	8	chr1_hap1
r176_hap1_chr1_hap1:53339-56351	1	53339	3012	3010	11	8	10	chr1_hap1
r177_hap2_chr1_hap2:12423-15980	2	12423	3557	3556	9	13	14	chr1_hap2
r178_hap2_chr1_hap2:66604-72012	2	66604	5408	5399	16	15	24	chr1_hap2
r179_hap1_chr1_hap1:32143-35403	1	32143	3260	3261	13	7	6	chr1_hap1
r180_hap1_chr1_hap1:74473-79351	1	74473	4878	4879	22	18	17	chr1_hap1
r181_hap1_chr1_hap1:1865-5570	1	1865	3705	3701	20	6	10	chr1_hap1
r182_hap1_chr1_hap1:73164-78852	1	73164	5688	5690	16	16	14	chr1_hap1
r183_hap1_chr1_hap1:20731-24885	1	20731	4154	4149	14	6	11	chr1_hap1
r184_hap2_chr1_hap2:50535-54219	2	50535	3684	3686	17	15	13	chr1_hap2
r185_hap2_chr1_hap2:73446-76414	2	73446	2968	2971	13	11	8	chr1_hap2
r186_hap2_chr1_hap2:37473-41117	2	37473	3644	3646	14	11	9	chr1_hap2
r187_hap1_chr1_hap1:58514-62528	1	58514	4014	4010	20	8	12	chr1_hap1
r188_hap1_chr1_hap1:62804-67258	1	62804	4454	4449	15	13	18	chr1_hap1
r189_hap1_chr1_hap1:50239-53903	1	50239	3664	3665	12	9	8	chr1_hap1
r190_hap2_chr1_hap2:25828-28879	2	25828	3051	3050	11	7	8	chr1_hap2
r191_hap1_chr1_hap1:53817-58318	1	53817	4501	4505	13	19	15	chr1_hap1
r192_hap1_chr1_hap1:70218-75740	1	70218	5522	5531	28	23	14	chr1_hap1
r193_hap2_chr1_hap2:37480-40146	2	37480	2666	2672	14	12	6	chr1_hap2
r194_hap1_chr1_hap1:60482-66266	1	60482	5784	5780	23	18	22	chr1_hap1
r195_hap2_chr1_hap2:43584-46999	2	43584	3415	3408	17	6	13	chr1_hap2
r196_hap2_chr1_hap2:37739-42407	2	37739	4668	4666	20	8	10	chr1_hap2
r197_hap2_chr1_hap2:55472-59896	2	55472	4424	4428	22	15	11	chr1_hap2
r198_hap1_chr1_hap1:526-3574	1	526	3048	3050	8	10	8	chr1_hap1
r199_hap2_chr1_hap2:30021-34280	2	30021	4259	4255	17	11	15	chr1_hap2
