read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r144_hap2_chr1_hap2:8901-12436	2	8901	3535	3531	15	7	11	chr1_hap2
r145_hap2_chr1_hap2:30363-33941	2	30363	3578	3578	16	13	13	chr1_hap2
r146_hap2_chr1_hap2:27427-32285	2	27427	4858	4860	20	19	17	chr1_hap2
r147_hap1_chr1_hap1:67307-69709	1	67307	2402	2406	10	7	3	chr1_hap1
r148_hap2_chr1_hap2:21733-27323	2	21733	5590	5607	21	29	12	chr1_hap2
r149_hap2_chr1_hap2:40446-45537	2	40446	5091	5094	25	15	12	chr1_hap2
r150_hap1_chr1_hap1:55719-58571	1	55719	2852	2849	15	7	10	chr1_hap1
r151_hap2_chr1_hap2:18766-20792	2	18766	2026	2019	8	4	11	chr1_hap2
r152_hap2_chr1_hap2:65176-69559	2	65176	4383	4377	15	9	15	chr1_hap2
r153_hap1_chr1_hap1:22706-25488	1	22706	2782	2782	17	8	8	chr1_hap1
r154_hap2_chr1_hap2:31115-35151	2	31115	4036	4037	14	15	14	chr1_hap2
r155_hap2_chr1_hap2:22068-26715	2	22068	4647	4641	22	9	15	chr1_hap2
r156_hap1_chr1_hap1:15559-20033	1	15559	4474	4470	18	12	16	chr1_hap1
r157_hap2_chr1_hap2:25967-29332	2	25967	3365	3363	16	5	7	chr1_hap2
r158_hap1_chr1_hap1:77079-79414	1	77079	2335	2325	10	2	12	chr1_hap1
r159_hap1_chr1_hap1:9853-12587	1	9853	2734	2740	8	15	9	chr1_hap1
r160_hap2_chr1_hap2:52546-57928	2	52546	5382	5373	21	11	20	chr1_hap2
r161_hap2_chr1_hap2:32686-36663	2	32686	3977	3978	15	13	12	chr1_hap2
r162_hap2_chr1_hap2:22495-28460	2	22495	5965	5964	25	25	26	chr1_hap2
r163_hap2_chr1_hap2:23802-27075	2	23802	3273	3276	13	13	10	chr1_hap2
r164_hap2_chr1_hap2:38386-41949	2	38386	3563	3551	20	5	17	chr1_hap2
r165_hap2_chr1_hap2:67850-73265	2	67850	5415	5414	19	16	17	chr1_hap2
r166_hap2_chr1_hap2:11772-15793	2	11772	4021	4019	11	9	11	chr1_hap2
r167_hap1_chr1_hap1:18952-24410	1	18952	5458	5450	24	8	16	chr1_hap1
r168_hap2_chr1_hap2:17248-20175	2	17248	2927	2931	7	10	6	chr1_hap2
r169_hap1_chr1_hap1:15445-19704	1	15445	4259	4267	19	19	11	chr1_hap1
r170_hap2_chr1_hap2:74331-79488	2	74331	5157	5159	14	17	15	chr1_hap2
r171_hap2_chr1_hap2:24948-29560	2	24948	4612	4610	16	12	14	chr1_hap2
r172_hap2_chr1_hap2:62423-65884	2	62423	3461	3457	8	10	14	chr1_hap2
r173_hap2_chr1_hap2:49026-53952	2	49026	4926	4936	20	16	6	chr1_hap2
r174_hap2_chr1_hap2:12609-17314	2	12609	4705	4705	23	13	13	chr1_hap2
r175_hap2_chr1_hap2:65888-70918	2	65888	5030	5017	10	6	19	chr1_hap2
r176_hap1_chr1_hap1:72865-76776	1	72865	3911	3906	21	11	16	chr1_hap1
r177_hap2_chr1_hap2:4774-10746	2	4774	5972	5971	26	17	18	chr1_hap2
r178_hap1_chr1_hap1:67823-73105	1	67823	5282	5273	17	16	25	chr1_hap1
r179_hap2_chr1_hap2:68639-72852	2	68639	4213	4212	20	14	15	chr1_hap2
r180_hap2_chr1_hap2:49418-54566	2	49418	5148	5143	14	14	19	chr1_hap2
r181_hap1_chr1_hap1:29229-33479	1	29229	4250	4254	17	20	16	chr1_hap1
r182_hap2_chr1_hap2:51905-55588	2	51905	3683	3688	21	18	13	chr1_hap2
r183_hap1_chr1_hap1:2116-6449	1	2116	4333	4332	20	12	13	chr1_hap1
r184_hap2_chr1_hap2:46286-50305	2	46286	4019	4019	21	13	13	chr1_hap2
r185_hap2_chr1_hap2:12695-15798	2	12695	3103	3102	16	11	12	chr1_hap2
r186_hap1_chr1_hap1:18583-23184	1	18583	4601	4608	17	21	14	chr1_hap1
r187_hap2_chr1_hap2:66381-71332	2	66381	4951	4955	15	19	15	chr1_hap2
r188_hap2_chr1_hap2:42271-46982	2	42271	4711	4716	15	14	9	chr1_hap2
r189_hap2_chr1_hap2:17458-20195	2	17458	2737	2737	9	8	8	chr1_hap2
r190_hap2_chr1_hap2:21515-26211	2	21515	4696	4704	10	16	8	chr1_hap2
r191_hap1_chr1_hap1:39468-43247	1	39468	3779	3780	13	10	9	chr1_hap1
r192_hap1_chr1_hap1:28194-34002	1	28194	5808	5811	25	20	17	chr1_hap1
r193_hap1_chr1_hap1:42801-46633	1	42801	3832	3828	16	8	12	chr1_hap1
r194_hap1_chr1_hap1:57470-61780	1	57470	4310	4315	24	19	14	chr1_hap1
r195_hap1_chr1_hap1:45490-49770	1	45490	4280	4275	23	10	15	chr1_hap1
r196_hap2_chr1_hap2:30775-34486	2	30775	3711	3713	12	13	11	chr1_hap2
r197_hap1_chr1_hap1:38369-42985	1	38369	4616	4617	16	12	11	chr1_hap1
r198_hap2_chr1_hap2:50621-52653	2	50621	2032	2028	13	1	5	chr1_hap2
r199_hap2_chr1_hap2:31621-37020	2	31621	5399	5400	36	15	14	chr1_hap2
