read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r34_hap2_chr1_hap2:9263-15008	2	9263	5745	5747	28	21	19	chr1_hap2
r35_hap2_chr1_hap2:9817-13779	2	9817	3962	3950	11	9	21	chr1_hap2
r36_hap2_chr1_hap2:5324-10508	2	5324	5184	5189	25	16	11	chr1_hap2
r37_hap2_chr1_hap2:16283-18817	2	16283	2534	2539	9	11	6	chr1_hap2
r38_hap2_chr1_hap2:10312-16036	2	10312	5724	5709	27	11	26	chr1_hap2
r39_hap1_chr1_hap1:1313-6533	1	1313	5220	5221	22	19	18	chr1_hap1
r40_hap1_chr1_hap1:8193-13805	1	8193	5612	5616	24	21	17	chr1_hap1
r41_hap2_chr1_hap2:7097-12476	2	7097	5379	5378	17	17	18	chr1_hap2
r42_hap2_chr1_hap2:11166-13323	2	11166	2157	2156	11	6	7	chr1_hap2
r43_hap1_chr1_hap1:7757-10229	1	7757	2472	2468	9	8	12	chr1_hap1
r44_hap1_chr1_hap1:11696-16737	1	11696	5041	5035	18	12	18	chr1_hap1
r45_hap1_chr1_hap1:12207-16224	1	12207	4017	4015	11	8	10	chr1_hap1
r46_hap2_chr1_hap2:16363-18525	2	16363	2162	2162	9	7	7	chr1_hap2
r47_hap2_chr1_hap2:3661-7673	2	3661	4012	4010	17	9	11	chr1_hap2
r48_hap2_chr1_hap2:16083-19191	2	16083	3108	3111	12	8	5	chr1_hap2
r49_hap2_chr1_hap2:11443-16240	2	11443	4797	4802	13	14	9	chr1_hap2
r50_hap2_chr1_hap2:4579-6650	2	4579	2071	2075	9	10	6	chr1_hap2
r51_hap1_chr1_hap1:1729-6304	1	1729	4575	4568	19	10	17	chr1_hap1
r52_hap1_chr1_hap1:9486-14557	1	9486	5071	5078	10	22	15	chr1_hap1
r53_hap2_chr1_hap2:1493-6802	2	1493	5309	5295	16	10	24	chr1_hap2
r54_hap1_chr1_hap1:15511-19510	1	15511	3999	3998	10	11	12	chr1_hap1
r55_hap1_chr1_hap1:14119-16674	1	14119	2555	2555	9	9	9	chr1_hap1
r56_hap1_chr1_hap1:2972-8778	1	2972	5806	5815	22	21	12	chr1_hap1
r57_hap1_chr1_hap1:2154-4481	1	2154	2327	2327	7	6	6	chr1_hap1
r58_hap1_chr1_hap1:8678-13030	1	8678	4352	4348	16	7	11	chr1_hap1
r59_hap1_chr1_hap1:10568-14979	1	10568	4411	4418	21	18	11	chr1_hap1
r60_hap2_chr1_hap2:12806-17851	2	12806	5045	5040	31	12	17	chr1_hap2
r61_hap2_chr1_hap2:9753-13688	2	9753	3935	3935	13	16	16	chr1_hap2
r62_hap2_chr1_hap2:7313-11038	2	7313	3725	3732	17	13	6	chr1_hap2
r63_hap2_chr1_hap2:3475-6500	2	3475	3025	3032	9	13	6	chr1_hap2
r64_hap1_chr1_hap1:2564-5842	1	2564	3278	3279	17	7	6	chr1_hap1
r65_hap1_chr1_hap1:2176-5370	1	2176	3194	3191	10	5	8	chr1_hap1
r66_hap2_chr1_hap2:12637-15591	2	12637	2954	2951	12	9	12	chr1_hap2
r67_hap1_chr1_hap1:1355-6939	1	1355	5584	5577	19	10	17	chr1_hap1
r68_hap1_chr1_hap1:2829-5603	1	2829	2774	2776	12	11	9	chr1_hap1
r69_hap1_chr1_hap1:3327-7268	1	3327	3941	3941	18	16	16	chr1_hap1
r70_hap1_chr1_hap1:3802-7001	1	3802	3199	3204	12	13	8	chr1_hap1
r71_hap1_chr1_hap1:8058-10424	1	8058	2366	2368	7	9	7	chr1_hap1
r72_hap1_chr1_hap1:9914-15152	1	9914	5238	5237	21	15	16	chr1_hap1
r73_hap1_chr1_hap1:9224-11283	1	9224	2059	2061	5	10	8	chr1_hap1
r74_hap2_chr1_hap2:5522-9367	2	5522	3845	3841	18	11	15	chr1_hap2
r75_hap1_chr1_hap1:15164-18231	1	15164	3067	3058	10	4	13	chr1_hap1
r76_hap2_chr1_hap2:468-5212	2	468	4744	4742	27	10	12	chr1_hap2
r77_hap2_chr1_hap2:4003-8128	2	4003	4125	4124	17	9	10	chr1_hap2
r78_hap2_chr1_hap2:10803-15207	2	10803	4404	4413	10	16	7	chr1_hap2
r79_hap1_chr1_hap1:3169-5829	1	3169	2660	2659	6	9	10	chr1_hap1
r80_hap2_chr1_hap2:2830-8467	2	2830	5637	5642	21	19	14	chr1_hap2
r81_hap2_chr1_hap2:1774-5999	2	1774	4225	4224	17	9	10	chr1_hap2
r82_hap2_chr1_hap2:6798-10623	2	6798	3825	3826	14	12	11	chr1_hap2
r83_hap2_chr1_hap2:11550-16164	2	11550	4614	4617	19	11	8	chr1_hap2
r84_hap2_chr1_hap2:8760-11179	2	8760	2419	2414	10	5	10	chr1_hap2
r85_hap1_chr1_hap1:14031-19595	1	14031	5564	5559	23	14	19	chr1_hap1
r86_hap2_chr1_hap2:12932-17231	2	12932	4299	4306	23	14	7	chr1_hap2
r87_hap2_chr1_hap2:6026-9996	2	6026	3970	3964	17	4	10	chr1_hap2
r88_hap2_chr1_hap2:8075-12022	2	8075	3947	3943	17	9	13	chr1_hap2
r89_hap1_chr1_hap1:9754-15216	1	9754	5462	5462	29	11	11	chr1_hap1
r90_hap1_chr1_hap1:455-3819	1	455	3364	3369	7	12	7	chr1_hap1
r91_hap1_chr1_hap1:6067-9378	1	6067	3311	3308	11	9	12	chr1_hap1
r92_hap2_chr1_hap2:7488-10881	2	7488	3393	3390	18	7	10	chr1_hap2
r93_hap2_chr1_hap2:7907-13132	2	7907	5225	5219	25	13	19	chr1_hap2
r94_hap1_chr1_hap1:2390-7223	1	2390	4833	4842	19	21	12	chr1_hap1
r95_hap2_chr1_hap2:8271-12703	2	8271	4432	4440	22	19	11	chr1_hap2
r96_hap1_chr1_hap1:306-3892	1	306	3586	3586	14	9	9	chr1_hap1
r97_hap1_chr1_hap1:15157-17182	1	15157	2025	2023	6	7	9	chr1_hap1
r98_hap2_chr1_hap2:648-3424	2	648	2776	2782	13	10	4	chr1_hap2
r99_hap2_chr1_hap2:1090-6638	2	1090	5548	5546	19	16	18	chr1_hap2
